,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024020401035296,BHL,4,5,100,305.80,30580.00
1,2,2024020403008085,SJLIC,50,13,469,501.30,235109.70
2,3,2024020403008084,SJLIC,41,13,10,501.30,5013.00
3,4,2024020403008083,SJLIC,51,13,1000,501.30,501300.00
4,5,2024020403008082,SJLIC,55,13,11,501.40,5515.40
5,6,2024020403008081,SJLIC,14,13,100,501.40,50140.00
6,7,2024020403008080,SJLIC,57,13,50,501.40,25070.00
7,8,2024020403008079,SJLIC,29,13,250,501.50,125375.00
8,9,2024020403008078,SJLIC,48,13,10,501.50,5015.00
9,10,2024020403008077,SJLIC,52,13,100,501.50,50150.00
10,11,2024020401035295,SPC,64,58,10,640.00,6400.00
11,12,2024020405012199,NIFRA,58,57,236,225.80,53288.80
12,13,2024020405012198,NIFRA,71,57,264,225.80,59611.20
13,14,2024020401035294,MHCL,69,42,21,486.00,10206.00
14,15,2024020401035293,MHCL,69,58,10,486.00,4860.00
15,16,2024020401035292,MHCL,69,45,10,486.00,4860.00
16,17,2024020401035291,MHCL,69,49,20,485.90,9718.00
17,18,2024020401035290,MHCL,69,69,29,485.50,14079.50
18,19,2024020401035289,MHCL,69,69,40,485.50,19420.00
19,20,2024020404015210,RIDI,44,21,568,275.00,156200.00
20,21,2024020404015209,RIDI,44,51,52,274.60,14279.20
21,22,2024020404015208,RIDI,44,34,280,274.50,76860.00
22,23,2024020404015207,RIDI,44,17,100,274.10,27410.00
23,24,2024020401035288,TSHL,53,16,150,529.90,79485.00
24,25,2024020401035287,SPC,28,38,120,631.00,75720.00
25,26,2024020401035286,MHL,38,32,10,443.90,4439.00
26,27,2024020401035285,MHL,38,32,70,441.80,30926.00
27,28,2024020401035284,NWCL,16,48,10,789.00,7890.00
28,29,2024020401035283,UHEWA,42,41,80,330.30,26424.00
29,30,2024020401035282,SONA,34,70,10,456.00,4560.00
30,31,2024020404015206,API,42,14,40,197.50,7900.00
31,32,2024020404015205,API,57,14,10,197.60,1976.00
