,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023072001029347,HDL,29,45,20,2281.20,45624.00
1,2,2023072001029346,HDL,49,45,20,2281.30,45626.00
2,3,2023072001029345,HDL,45,45,10,2282.00,22820.00
3,4,2023072001029344,SRLI,4,45,10,562.00,5620.00
4,5,2023072003011332,RSDC,16,56,80,615.00,49200.00
5,6,2023072003011331,RSDC,16,25,20,614.90,12298.00
6,7,2023072001029343,HDL,56,40,10,2290.00,22900.00
7,8,2023072001029342,HDL,56,58,10,2289.00,22890.00
8,9,2023072001029341,HDL,56,13,10,2288.00,22880.00
9,10,2023072001029340,HDL,56,38,10,2288.00,22880.00
10,11,2023072001029339,HDL,56,11,10,2285.00,22850.00
11,12,2023072004010360,NHPC,16,57,10,176.00,1760.00
12,13,2023072003011330,WNLB,56,14,10,864.00,8640.00
13,14,2023072003011329,WNLB,56,57,15,862.00,12930.00
14,15,2023072003011328,WNLB,56,10,10,862.00,8620.00
15,16,2023072003011327,NFS,32,51,328,353.90,116079.20
16,17,2023072003011326,NFS,32,36,172,353.00,60716.00
17,18,2023072004010359,BARUN,58,32,100,255.80,25580.00
18,19,2023072003011325,CORBL,57,32,75,386.50,28987.50
19,20,2023072003011324,CORBL,57,57,30,386.00,11580.00
20,21,2023072001029338,NIMB,40,4,10,198.00,1980.00
21,22,2023072001029337,NIMB,40,41,290,197.90,57391.00
22,23,2023072001029336,USHEC,48,55,10,267.50,2675.00
23,24,2023072001029335,USHEC,48,49,10,267.00,2670.00
24,25,2023072004010358,MHNL,48,43,10,237.00,2370.00
25,26,2023072005003915,NIFRA,49,29,749,224.00,167776.00
26,27,2023072005003914,NIFRA,16,29,465,224.00,104160.00
27,28,2023072005003913,NIFRA,41,29,10,224.00,2240.00
28,29,2023072005003912,NIFRA,45,29,500,224.00,112000.00
29,30,2023072005003911,NIFRA,42,29,376,224.00,84224.00
30,31,2023072005003910,NIFRA,52,29,100,224.30,22430.00
31,32,2023072004010357,RHPL,55,19,100,304.20,30420.00
32,33,2023072001029334,SAHAS,45,43,350,495.00,173250.00
33,34,2023072001029333,EBL,58,45,10,589.00,5890.00
34,35,2023072004010356,GLH,58,34,50,265.00,13250.00
35,36,2023072004010355,GLH,58,3,50,265.00,13250.00
36,37,2023072003011323,LICN,58,40,10,1580.00,15800.00
37,38,2023072001029332,NIMB,17,41,10,197.90,1979.00
38,39,2023072003011322,GBBL,10,18,16,399.20,6387.20
39,40,2023072003011321,GBBL,32,18,134,399.30,53506.20
40,41,2023072003011320,DDBL,49,57,10,814.00,8140.00
41,42,2023072001029331,MEL,44,55,30,217.00,6510.00
42,43,2023072001029330,MEL,44,34,10,216.90,2169.00
43,44,2023072001029329,MEL,44,38,10,216.90,2169.00
44,45,2023072004010354,PRIN,44,25,160,759.00,121440.00
45,46,2023072004010353,PRIN,44,34,90,759.00,68310.00
46,47,2023072001029328,KBL,44,38,10,178.90,1789.00
47,48,2023072001029327,BHDC,41,58,10,377.00,3770.00
48,49,2023072001029326,BHDC,41,49,10,377.00,3770.00
49,50,2023072001029325,BHPL,13,28,10,457.10,4571.00
50,51,2023072001029324,SBL,34,58,62,277.00,17174.00
51,52,2023072001029323,MEL,58,34,596,216.10,128795.60
52,53,2023072001029322,MEL,48,34,100,216.20,21620.00
53,54,2023072001029321,MEL,51,34,300,216.50,64950.00
54,55,2023072001029320,BHL,34,57,10,258.00,2580.00
55,56,2023072001029319,TAMOR,50,47,10,289.00,2890.00
56,57,2023072005003909,CHDC,39,25,10,965.00,9650.00
57,58,2023072001029318,AVYAN,38,53,360,777.00,279720.00
58,59,2023072003011319,MNBBL,49,6,100,422.00,42200.00
59,60,2023072001029317,DORDI,6,16,20,249.30,4986.00
60,61,2023072005003908,HIDCL,40,45,96,184.80,17740.80
61,62,2023072003011318,ICFC,14,39,101,528.00,53328.00
62,63,2023072001029316,NICA,59,40,10,811.00,8110.00
63,64,2023072001029315,TPC,59,19,10,374.00,3740.00
64,65,2023072003011317,CFCL,59,57,10,394.00,3940.00
65,66,2023072003011316,HLI,48,58,20,504.90,10098.00
66,67,2023072005003907,CIT,42,41,10,2118.10,21181.00
67,68,2023072003011315,PROFL,41,29,12,419.20,5030.40
68,69,2023072003011314,PROFL,14,29,88,419.30,36898.40
69,70,2023072003011313,HLI,38,26,10,504.10,5041.00
70,71,2023072004010352,CGH,18,26,10,1309.00,13090.00
71,72,2023072001029314,PRVU,19,22,53,177.50,9407.50
72,73,2023072001029313,SRLI,4,43,100,562.00,56200.00
73,74,2023072004010351,API,16,17,120,198.10,23772.00
74,75,2023072005003906,CHDC,39,28,30,968.00,29040.00
75,76,2023072005003905,STC,39,38,10,5480.00,54800.00
76,77,2023072001029312,SPL,20,14,70,826.00,57820.00
77,78,2023072001029311,SPL,20,49,10,825.00,8250.00
78,79,2023072001029310,SPL,20,51,10,821.90,8219.00
79,80,2023072001029309,SPL,20,49,10,821.90,8219.00
80,81,2023072001029308,SPL,20,17,20,821.00,16420.00
81,82,2023072001029307,SPL,20,35,10,821.00,8210.00
82,83,2023072001029306,SPL,20,49,10,820.00,8200.00
83,84,2023072001029305,SPL,20,26,10,820.00,8200.00
84,85,2023072001029304,SPL,20,32,10,820.00,8200.00
85,86,2023072001029303,SPL,20,52,10,820.00,8200.00
86,87,2023072001029302,SPL,20,41,10,816.00,8160.00
87,88,2023072001029301,SPL,20,22,10,816.00,8160.00
88,89,2023072001029300,SPL,20,42,10,815.00,8150.00
89,90,2023072001029299,SPL,20,5,10,815.00,8150.00
90,91,2023072001029298,SPL,20,57,10,815.00,8150.00
91,92,2023072001029297,SPL,20,47,10,814.20,8142.00
92,93,2023072001029296,SPL,20,59,10,814.00,8140.00
93,94,2023072001029295,SPL,20,6,210,811.00,170310.00
94,95,2023072001029294,SPL,20,35,10,810.00,8100.00
95,96,2023072001029293,SPL,20,50,10,810.00,8100.00
96,97,2023072001029292,SPL,20,6,10,810.00,8100.00
97,98,2023072001029291,SPL,20,47,10,810.00,8100.00
98,99,2023072001029290,SPL,20,49,10,810.00,8100.00
99,100,2023072003011312,NMBMF,18,52,56,673.00,37688.00
100,101,2023072003011311,NMBMF,18,34,10,673.00,6730.00
101,102,2023072003011310,NMBMF,18,22,20,671.00,13420.00
102,103,2023072003011309,NMBMF,18,5,10,670.40,6704.00
103,104,2023072003011308,NMBMF,18,22,14,670.20,9382.80
104,105,2023072003011307,NMBMF,18,5,33,670.00,22110.00
105,106,2023072003011306,NMBMF,18,20,359,670.00,240530.00
106,107,2023072003011305,NMBMF,18,29,150,670.00,100500.00
107,108,2023072001029289,MHCL,21,58,10,214.00,2140.00
108,109,2023072001029288,PCBL,44,17,10,208.30,2083.00
109,110,2023072004010350,NIL,35,55,80,885.00,70800.00
110,111,2023072004010349,NIL,21,55,302,885.00,267270.00
111,112,2023072004010348,NIL,13,55,48,885.10,42484.80
112,113,2023072004010347,NIL,34,55,60,885.10,53106.00
113,114,2023072004010346,NIL,56,55,10,886.00,8860.00
114,115,2023072001029287,SHIVM,34,35,10,635.00,6350.00
115,116,2023072005003904,NRIC,47,50,10,740.00,7400.00
116,117,2023072005003903,ENL,39,38,10,739.90,7399.00
117,118,2023072004010345,UAIL,38,59,2208,621.00,1371168.00
118,119,2023072004010344,BARUN,58,1,300,255.80,76740.00
119,120,2023072001029286,CZBIL,13,49,514,189.00,97146.00
120,121,2023072003011304,MDB,13,55,259,417.90,108236.10
121,122,2023072001029285,ADBL,58,6,304,255.00,77520.00
122,123,2023072001029284,ADBL,3,6,101,255.00,25755.00
123,124,2023072001029283,ADBL,44,6,100,255.00,25500.00
124,125,2023072001029282,ADBL,5,6,19,255.00,4845.00
125,126,2023072001029281,ADBL,40,6,135,255.10,34438.50
126,127,2023072001029280,ADBL,42,6,200,255.20,51040.00
127,128,2023072001029279,ADBL,35,6,35,255.50,8942.50
128,129,2023072001029278,ADBL,39,6,150,255.50,38325.00
129,130,2023072001029277,ADBL,43,6,20,255.60,5112.00
130,131,2023072001029276,DORDI,45,16,10,249.30,2493.00
131,132,2023072001029275,DORDI,45,55,10,249.00,2490.00
