,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023121404011802,UNHPL,58,41,10,186.40,1864.00
1,2,2023121401044342,NABIL,52,58,30,522.80,15684.00
2,3,2023121401044341,NABIL,57,58,470,522.80,245716.00
3,4,2023121401044340,CLI,5,33,305,510.10,155580.50
4,5,2023121401044339,CLI,56,33,90,511.00,45990.00
5,6,2023121401044338,AHL,62,17,157,376.30,59079.10
6,7,2023121401044337,AHL,62,38,133,376.00,50008.00
7,8,2023121401044336,AHL,62,70,60,375.00,22500.00
8,9,2023121401044335,AHL,62,19,150,375.00,56250.00
9,10,2023121401044334,MHL,62,38,10,359.00,3590.00
10,11,2023121401044333,MHL,62,35,10,357.00,3570.00
11,12,2023121401044332,CLI,56,62,200,511.00,102200.00
12,13,2023121404011801,RIDI,50,14,470,202.10,94987.00
13,14,2023121404011800,RIDI,50,25,30,202.10,6063.00
14,15,2023121401044331,SMJC,16,14,10,287.00,2870.00
15,16,2023121403007749,LICN,6,59,10,1440.00,14400.00
16,17,2023121403007748,RLFL,50,81,600,363.80,218280.00
17,18,2023121401044330,ILI,50,62,10,556.00,5560.00
18,19,2023121401044329,DOLTI,71,38,50,330.50,16525.00
19,20,2023121401044328,DOLTI,71,45,15,330.50,4957.50
20,21,2023121404011799,UNHPL,72,38,300,185.20,55560.00
21,22,2023121404011798,UNHPL,16,38,200,186.00,37200.00
22,23,2023121403007747,MLBL,38,19,10,327.00,3270.00
23,24,2023121404011797,SHEL,38,29,10,262.00,2620.00
24,25,2023121401044327,SANIMA,1,38,10,255.00,2550.00
25,26,2023121403007746,KRBL,1,57,10,327.50,3275.00
26,27,2023121401044326,DORDI,45,41,10,250.00,2500.00
27,28,2023121401044325,DORDI,45,41,10,250.00,2500.00
28,29,2023121401044324,DORDI,45,7,50,250.00,12500.00
29,30,2023121401044323,DORDI,45,49,80,250.00,20000.00
30,31,2023121401044322,DORDI,45,4,10,250.00,2500.00
31,32,2023121401044321,DORDI,45,36,105,250.00,26250.00
32,33,2023121401044320,DORDI,45,58,80,247.10,19768.00
33,34,2023121401044319,DORDI,45,45,150,247.10,37065.00
34,35,2023121401044318,SONA,13,45,10,361.80,3618.00
35,36,2023121404011796,UAIL,57,1,50,601.10,30055.00
36,37,2023121404011795,UAIL,8,1,100,601.20,60120.00
37,38,2023121401044317,HATHY,45,29,500,620.10,310050.00
38,39,2023121401044316,PHCL,51,14,320,269.30,86176.00
39,40,2023121401044315,MCHL,57,33,1660,270.00,448200.00
40,41,2023121401044314,MCHL,57,4,10,270.00,2700.00
41,42,2023121401044313,MCHL,57,50,30,270.00,8100.00
42,43,2023121401044312,MCHL,57,14,500,269.90,134950.00
43,44,2023121404011794,HDHPC,57,63,200,133.20,26640.00
44,45,2023121404011793,DHPL,19,17,10,167.20,1672.00
