,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023022204010385,PMHPL,56,25,10,257.90,2579.00
1,2,2023022205004421,NYADI,58,49,10,356.50,3565.00
2,3,2023022201014926,PHCL,58,58,10,367.10,3671.00
3,4,2023022203010264,KLBSL,58,58,10,779.00,7790.00
4,5,2023022203010263,CFCL,52,36,10,334.00,3340.00
5,6,2023022204010384,UPCL,52,51,144,259.50,37368.00
6,7,2023022204010383,UPCL,52,10,100,259.30,25930.00
7,8,2023022204010382,UPCL,52,59,100,259.00,25900.00
8,9,2023022204010381,UPCL,52,42,10,259.00,2590.00
9,10,2023022204010380,UPCL,52,54,418,259.00,108262.00
10,11,2023022204010379,UPCL,52,22,228,259.00,59052.00
11,12,2023022201014925,MHL,32,58,86,397.90,34219.40
12,13,2023022201014924,MHL,32,36,30,397.80,11934.00
13,14,2023022201014923,MHL,32,43,10,397.00,3970.00
14,15,2023022201014922,MHL,32,42,20,397.00,7940.00
15,16,2023022201014921,MHL,32,34,100,397.00,39700.00
16,17,2023022201014920,MHL,32,44,10,396.80,3968.00
17,18,2023022201014919,MHL,32,52,10,396.00,3960.00
18,19,2023022201014918,MHL,32,58,10,395.00,3950.00
19,20,2023022201014917,MHL,32,22,544,395.00,214880.00
20,21,2023022201014916,MHL,32,58,180,394.90,71082.00
21,22,2023022203010262,GFCL,52,22,71,490.00,34790.00
22,23,2023022203010261,KSBBL,38,34,10,329.00,3290.00
23,24,2023022201014915,RHGCL,28,34,20,395.90,7918.00
24,25,2023022204010378,UPPER,54,17,10,480.90,4809.00
25,26,2023022205004420,ULI,33,45,10,431.00,4310.00
26,27,2023022204010377,HURJA,33,43,10,377.90,3779.00
27,28,2023022203010260,CFCL,14,36,10,334.00,3340.00
28,29,2023022203010259,RLI,20,49,10,413.00,4130.00
29,30,2023022203010258,NRIC,53,42,10,806.80,8068.00
30,31,2023022201014914,EHPL,29,13,10,475.10,4751.00
31,32,2023022201014913,EHPL,29,13,10,475.00,4750.00
32,33,2023022201014912,EHPL,29,58,10,475.00,4750.00
33,34,2023022201014911,PCBL,56,16,10,212.00,2120.00
34,35,2023022201014910,KBL,56,49,20,185.00,3700.00
35,36,2023022204010376,SHPC,34,49,100,320.00,32000.00
36,37,2023022204010375,AKJCL,34,16,50,239.70,11985.00
37,38,2023022205004419,RULB,35,58,20,870.00,17400.00
38,39,2023022201014909,BHPL,58,58,10,629.00,6290.00
39,40,2023022201014908,BHPL,58,58,10,629.00,6290.00
40,41,2023022201014907,BHPL,58,6,20,628.40,12568.00
41,42,2023022201014906,BHPL,58,40,10,628.00,6280.00
42,43,2023022201014905,BHPL,58,8,10,628.00,6280.00
43,44,2023022201014904,BHPL,58,49,10,627.00,6270.00
44,45,2023022201014903,BHPL,58,58,10,625.00,6250.00
45,46,2023022201014902,BHPL,58,54,10,625.00,6250.00
46,47,2023022201014901,BHPL,58,33,10,625.00,6250.00
47,48,2023022204010374,LEC,25,16,500,288.00,144000.00
48,49,2023022205004418,CYCL,45,43,20,1824.50,36490.00
49,50,2023022205004417,CYCL,45,6,10,1824.00,18240.00
50,51,2023022205004416,CYCL,45,10,10,1823.00,18230.00
51,52,2023022205004415,CYCL,45,58,20,1795.20,35904.00
52,53,2023022205004414,CYCL,45,10,10,1795.00,17950.00
53,54,2023022205004413,CYCL,45,21,10,1790.00,17900.00
54,55,2023022205004412,CYCL,45,22,10,1785.00,17850.00
55,56,2023022205004411,CYCL,45,58,10,1774.80,17748.00
56,57,2023022205004410,CYCL,45,54,10,1766.00,17660.00
57,58,2023022205004409,CYCL,45,51,10,1765.00,17650.00
58,59,2023022205004408,CYCL,45,59,10,1765.00,17650.00
59,60,2023022205004407,CYCL,45,56,10,1764.00,17640.00
60,61,2023022205004406,CYCL,45,45,10,1760.00,17600.00
61,62,2023022205004405,CYCL,45,21,20,1759.20,35184.00
62,63,2023022205004404,CYCL,45,20,20,1759.00,35180.00
63,64,2023022205004403,CYCL,45,6,10,1758.00,17580.00
64,65,2023022201014900,DORDI,45,43,50,345.00,17250.00
65,66,2023022201014899,DORDI,45,25,40,345.00,13800.00
66,67,2023022201014898,DORDI,45,55,50,344.80,17240.00
67,68,2023022201014897,DORDI,45,35,10,344.00,3440.00
68,69,2023022205004402,ULI,32,45,10,431.00,4310.00
69,70,2023022204010373,UPCL,22,22,10,259.00,2590.00
70,71,2023022203010257,NRN,21,32,10,495.00,4950.00
71,72,2023022204010372,KPCL,53,38,10,382.30,3823.00
72,73,2023022201014896,KBL,8,49,10,185.00,1850.00
73,74,2023022201014895,UHEWA,59,19,20,444.00,8880.00
74,75,2023022204010371,HEI,59,52,25,440.00,11000.00
75,76,2023022205004401,SLI,59,56,10,413.00,4130.00
76,77,2023022204010370,HEI,59,22,75,439.00,32925.00
77,78,2023022201014894,SIKLES,59,14,30,488.00,14640.00
78,79,2023022204010369,MHNL,28,44,100,311.80,31180.00
79,80,2023022203010256,SMFDB,33,57,30,1205.00,36150.00
80,81,2023022203010255,SMFDB,33,56,20,1199.00,23980.00
81,82,2023022201014893,BHPL,17,58,10,623.00,6230.00
82,83,2023022203010254,MDB,58,49,50,385.00,19250.00
83,84,2023022205004400,MKJC,50,13,10,469.00,4690.00
84,85,2023022201014892,HEIP,16,25,10,297.70,2977.00
85,86,2023022204010368,GLH,57,49,10,317.90,3179.00
86,87,2023022203010253,SWBBL,58,37,31,958.00,29698.00
87,88,2023022201014891,UHEWA,48,19,40,444.00,17760.00
88,89,2023022203010252,WNLB,48,48,10,918.00,9180.00
89,90,2023022201014890,RHGCL,20,39,1290,394.00,508260.00
90,91,2023022201014889,RHGCL,45,39,420,395.00,165900.00
91,92,2023022201014888,RHGCL,22,39,590,395.10,233109.00
92,93,2023022203010251,HIDCL,26,51,61,205.00,12505.00
93,94,2023022201014887,PHCL,58,58,10,367.10,3671.00
94,95,2023022203010250,GUFL,17,58,1000,539.00,539000.00
95,96,2023022204010367,HDHPC,40,45,1000,237.00,237000.00
96,97,2023022203010249,KMCDB,21,46,12,913.00,10956.00
97,98,2023022201014886,MHL,38,58,100,394.90,39490.00
98,99,2023022203010248,ALBSL,6,7,10,969.00,9690.00
99,100,2023022204010366,UPCL,11,22,100,259.00,25900.00
100,101,2023022205004399,TPC,28,42,20,440.00,8800.00
101,102,2023022205004398,TPC,28,46,30,439.50,13185.00
102,103,2023022204010365,LEC,54,16,100,288.00,28800.00
103,104,2023022201014885,SGHC,45,14,10,378.00,3780.00
104,105,2023022204010364,NHDL,46,52,520,394.00,204880.00
105,106,2023022201014884,SHIVM,44,57,100,517.00,51700.00
106,107,2023022204010363,UPCL,53,22,10,259.00,2590.00
107,108,2023022203010247,LBBL,10,25,100,347.30,34730.00
108,109,2023022204010362,HEI,10,22,10,439.00,4390.00
109,110,2023022203010246,DDBL,32,17,20,910.00,18200.00
110,111,2023022203010245,SWMF,43,18,10,810.00,8100.00
111,112,2023022201014883,SIKLES,43,46,10,487.50,4875.00
112,113,2023022201014882,SIKLES,43,51,10,487.00,4870.00
113,114,2023022204010361,AHPC,8,48,85,312.00,26520.00
114,115,2023022201014881,DORDI,49,25,10,345.00,3450.00
115,116,2023022205004397,DLBS,26,57,10,1185.00,11850.00
116,117,2023022205004396,DLBS,26,58,10,1185.00,11850.00
117,118,2023022205004395,DLBS,26,41,10,1183.80,11838.00
118,119,2023022205004394,DLBS,26,55,70,1183.00,82810.00
119,120,2023022201014880,SPHL,42,38,10,482.00,4820.00
120,121,2023022204010360,PMHPL,7,34,83,257.00,21331.00
121,122,2023022203010244,JFL,45,38,20,406.90,8138.00
122,123,2023022203010243,NLIC,32,33,439,708.00,310812.00
123,124,2023022203010242,NLIC,32,58,61,708.00,43188.00
124,125,2023022203010241,NFS,55,38,100,316.70,31670.00
125,126,2023022203010240,NFS,8,38,100,317.00,31700.00
126,127,2023022205004393,TPC,43,46,10,439.50,4395.00
