,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023020601010115,NMB,33,32,832,234.00,194688.00
1,2,2023020601010114,NMB,33,19,12,234.00,2808.00
2,3,2023020601010113,NMB,33,58,200,234.00,46800.00
3,4,2023020601010112,NMB,33,25,100,234.00,23400.00
4,5,2023020601010111,NMB,33,45,56,234.00,13104.00
5,6,2023020601010110,NMB,33,57,500,234.00,117000.00
6,7,2023020601010109,NMB,33,28,100,233.90,23390.00
7,8,2023020601010108,SGHC,28,14,30,370.20,11106.00
8,9,2023020601010107,SGHC,28,14,30,370.20,11106.00
9,10,2023020601010106,SGHC,32,14,300,371.00,111300.00
10,11,2023020601010105,SGHC,40,14,10,371.00,3710.00
11,12,2023020601010104,SGHC,21,14,120,371.00,44520.00
12,13,2023020601010103,SGHC,22,14,10,373.80,3738.00
13,14,2023020603008387,SAPDBL,14,39,10,260.00,2600.00
14,15,2023020601010102,SBL,14,42,20,286.00,5720.00
15,16,2023020604008037,JOSHI,46,17,10,270.00,2700.00
16,17,2023020601010101,SHIVM,46,45,10,514.00,5140.00
17,18,2023020601010100,SIKLES,21,38,60,470.00,28200.00
18,19,2023020601010099,SIKLES,21,21,10,470.00,4700.00
19,20,2023020601010098,SIKLES,21,37,10,470.00,4700.00
20,21,2023020601010097,SIKLES,21,29,10,470.00,4700.00
21,22,2023020601010096,SIKLES,21,59,10,470.00,4700.00
22,23,2023020601010095,SGHC,21,38,20,373.90,7478.00
23,24,2023020601010094,GVL,45,35,10,446.00,4460.00
24,25,2023020601010093,GVL,45,42,10,446.00,4460.00
25,26,2023020603008386,SADBL,50,57,100,332.40,33240.00
26,27,2023020604008036,UPCL,56,45,100,265.00,26500.00
27,28,2023020604008035,AKPL,50,57,10,400.00,4000.00
28,29,2023020601010092,NABIL,45,22,33,677.30,22350.90
29,30,2023020605003307,BNHC,28,35,10,433.00,4330.00
30,31,2023020605003306,BNHC,28,8,10,430.00,4300.00
31,32,2023020605003305,BNHC,28,49,10,430.00,4300.00
32,33,2023020605003304,BNHC,28,52,200,425.00,85000.00
33,34,2023020601010091,KBL,57,38,300,190.10,57030.00
34,35,2023020601010090,SCB,56,49,87,530.00,46110.00
35,36,2023020601010089,SCB,56,44,55,530.00,29150.00
36,37,2023020601010088,SCB,56,51,34,530.00,18020.00
37,38,2023020601010087,SCB,56,11,24,530.00,12720.00
38,39,2023020601010086,SCB,56,32,50,529.90,26495.00
39,40,2023020601010085,SCB,56,52,50,529.90,26495.00
40,41,2023020603008385,MSLB,18,6,10,1245.00,12450.00
41,42,2023020604008034,NHPC,44,51,270,249.20,67284.00
42,43,2023020605003303,CYCL,43,45,10,1806.00,18060.00
43,44,2023020603008384,MERO,54,52,20,715.00,14300.00
44,45,2023020603008383,CHDC,33,34,100,767.50,76750.00
45,46,2023020603008382,SHINE,34,16,10,341.00,3410.00
46,47,2023020601010084,EHPL,29,19,30,455.00,13650.00
47,48,2023020601010083,EHPL,29,38,10,455.00,4550.00
48,49,2023020601010082,EHPL,29,52,10,454.00,4540.00
49,50,2023020601010081,EHPL,29,56,20,454.00,9080.00
50,51,2023020601010080,EHPL,29,56,50,454.00,22700.00
51,52,2023020601010079,EHPL,29,45,10,450.00,4500.00
52,53,2023020601010078,SIKLES,42,54,10,470.00,4700.00
53,54,2023020601010077,SIKLES,42,26,10,470.00,4700.00
54,55,2023020601010076,SIKLES,42,38,20,470.00,9400.00
55,56,2023020601010075,SIKLES,42,17,10,466.00,4660.00
56,57,2023020601010074,SIKLES,42,57,10,466.00,4660.00
57,58,2023020604008033,RIDI,32,53,10,344.60,3446.00
58,59,2023020603008381,SABSL,51,32,15,940.00,14100.00
59,60,2023020604008032,SPDL,17,49,10,326.90,3269.00
60,61,2023020604008031,NICGF,55,44,600,9.27,5562.00
61,62,2023020604008030,NICGF,40,44,2000,9.29,18580.00
62,63,2023020604008029,NICGF,19,44,500,9.30,4650.00
63,64,2023020604008028,NICGF,43,44,1900,9.36,17784.00
64,65,2023020603008380,PLI,17,58,10,512.60,5126.00
65,66,2023020601010073,HHL,50,51,10,276.00,2760.00
66,67,2023020601010072,SIKLES,21,45,10,463.00,4630.00
67,68,2023020603008379,MNBBL,45,38,137,400.00,54800.00
68,69,2023020603008378,MNBBL,49,38,10,400.00,4000.00
69,70,2023020603008377,MNBBL,34,38,50,400.00,20000.00
70,71,2023020604008027,BPCL,16,6,10,322.00,3220.00
71,72,2023020603008376,NTC,57,38,10,834.00,8340.00
72,73,2023020601010071,PCBL,56,41,20,214.00,4280.00
73,74,2023020601010070,PCBL,56,55,500,214.00,107000.00
74,75,2023020601010069,PCBL,56,58,20,214.00,4280.00
75,76,2023020601010068,PCBL,56,16,15,214.00,3210.00
76,77,2023020601010067,PCBL,56,38,200,214.00,42800.00
77,78,2023020601010066,PCBL,56,51,1000,213.90,213900.00
78,79,2023020604008026,PMHPL,56,40,10,250.00,2500.00
79,80,2023020601010065,PCBL,56,52,392,213.90,83848.80
80,81,2023020601010064,PCBL,56,51,1000,213.80,213800.00
81,82,2023020601010063,PCBL,56,3,27,213.70,5769.90
82,83,2023020601010062,PCBL,56,41,20,213.70,4274.00
83,84,2023020601010061,PCBL,56,58,15,213.50,3202.50
84,85,2023020603008375,CLBSL,1,52,18,900.00,16200.00
85,86,2023020603008374,CLBSL,1,49,22,885.00,19470.00
86,87,2023020603008373,CLBSL,1,19,40,882.00,35280.00
87,88,2023020601010060,KBL,8,32,10,190.80,1908.00
88,89,2023020603008372,VLBS,5,41,30,899.00,26970.00
89,90,2023020604008025,JOSHI,3,17,25,270.00,6750.00
90,91,2023020604008024,JOSHI,3,28,100,270.00,27000.00
91,92,2023020604008023,JOSHI,3,45,350,270.00,94500.00
92,93,2023020604008022,JOSHI,3,50,400,270.00,108000.00
93,94,2023020604008021,JOSHI,3,29,1000,270.00,270000.00
94,95,2023020604008020,JOSHI,3,29,405,270.00,109350.00
95,96,2023020604008019,JOSHI,3,36,20,270.00,5400.00
96,97,2023020601010059,SIKLES,43,38,10,466.00,4660.00
97,98,2023020601010058,SIKLES,43,44,10,464.00,4640.00
98,99,2023020604008018,DHPL,52,58,10,234.00,2340.00
99,100,2023020603008371,MPFL,22,29,10,347.90,3479.00
100,101,2023020604008017,HPPL,34,6,132,331.90,43810.80
101,102,2023020604008016,HPPL,34,34,400,331.00,132400.00
102,103,2023020604008015,HPPL,34,25,10,331.00,3310.00
103,104,2023020604008014,HPPL,34,4,300,330.00,99000.00
104,105,2023020604008013,HPPL,34,35,34,330.00,11220.00
105,106,2023020604008012,HPPL,34,26,70,330.00,23100.00
106,107,2023020604008011,HPPL,34,33,700,329.00,230300.00
107,108,2023020604008010,HPPL,34,56,229,329.00,75341.00
108,109,2023020604008009,HPPL,34,50,100,328.00,32800.00
109,110,2023020604008008,HPPL,34,34,500,328.00,164000.00
110,111,2023020604008007,HPPL,34,56,300,327.80,98340.00
111,112,2023020604008006,HPPL,34,18,225,327.60,73710.00
112,113,2023020605003302,SHLB,53,47,10,2240.00,22400.00
113,114,2023020603008370,NRIC,47,56,10,808.00,8080.00
114,115,2023020604008005,RIDI,32,53,10,344.60,3446.00
115,116,2023020604008004,TRH,58,58,10,464.00,4640.00
116,117,2023020601010057,RHGCL,50,25,10,301.00,3010.00
117,118,2023020603008369,NFS,58,45,10,303.00,3030.00
118,119,2023020604008003,SHEL,36,35,100,327.80,32780.00
119,120,2023020604008002,SHEL,36,29,96,326.00,31296.00
120,121,2023020605003301,MKJC,28,21,10,465.00,4650.00
121,122,2023020605003300,MKJC,28,34,45,464.90,20920.50
122,123,2023020604008001,JOSHI,28,34,400,269.00,107600.00
123,124,2023020604008000,JOSHI,28,44,45,269.00,12105.00
124,125,2023020604007999,JOSHI,28,57,200,269.00,53800.00
125,126,2023020604007998,JOSHI,28,11,800,269.00,215200.00
126,127,2023020604007997,JOSHI,28,33,400,268.90,107560.00
127,128,2023020604007996,JOSHI,28,14,100,268.70,26870.00
128,129,2023020604007995,JOSHI,28,42,116,268.60,31157.60
129,130,2023020604007994,JOSHI,28,19,1000,268.10,268100.00
130,131,2023020604007993,JOSHI,28,33,500,268.00,134000.00
