,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023070304017010,PRIN,56,44,500,717.00,358500.00
1,2,2023070304017009,AKPL,7,41,50,355.00,17750.00
2,3,2023070303018142,PROFL,17,35,10,444.00,4440.00
3,4,2023070303018141,PROFL,17,35,50,444.00,22200.00
4,5,2023070304017008,SSHL,19,42,30,184.00,5520.00
5,6,2023070301023833,DOLTI,16,39,20,247.00,4940.00
6,7,2023070301023832,DOLTI,16,45,10,245.00,2450.00
7,8,2023070301023831,DOLTI,16,33,10,244.00,2440.00
8,9,2023070301023830,DOLTI,16,6,10,244.00,2440.00
9,10,2023070301023829,DOLTI,16,41,10,244.00,2440.00
10,11,2023070301023828,DOLTI,16,7,10,244.00,2440.00
11,12,2023070303018140,NFS,50,22,10,314.00,3140.00
12,13,2023070301023827,UNLB,18,58,10,1300.00,13000.00
13,14,2023070301023826,UNLB,18,58,10,1295.00,12950.00
14,15,2023070304017007,NHDL,34,42,10,382.00,3820.00
15,16,2023070304017006,NHDL,34,44,50,380.00,19000.00
16,17,2023070303018139,GFCL,34,58,10,469.00,4690.00
17,18,2023070305005883,NRIC,47,57,10,745.00,7450.00
18,19,2023070301023825,EHPL,13,57,10,338.00,3380.00
19,20,2023070301023824,EHPL,13,57,10,338.00,3380.00
20,21,2023070301023823,EHPL,13,25,30,336.00,10080.00
21,22,2023070301023822,HHL,38,7,10,265.00,2650.00
22,23,2023070303018138,CORBL,38,51,43,314.00,13502.00
23,24,2023070301023821,SBL,58,29,12,241.40,2896.80
24,25,2023070301023820,SBL,25,29,50,241.40,12070.00
25,26,2023070301023819,SBL,26,29,438,241.50,105777.00
26,27,2023070304017005,NICL,25,35,200,840.00,168000.00
27,28,2023070304017004,AKPL,36,53,200,354.90,70980.00
28,29,2023070304017003,UMRH,53,52,10,455.00,4550.00
29,30,2023070304017002,UMRH,53,19,10,452.00,4520.00
30,31,2023070301023818,BHPL,58,16,10,467.90,4679.00
31,32,2023070305005882,NRN,58,28,100,538.00,53800.00
32,33,2023070304017001,TRH,58,59,87,800.00,69600.00
