,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023012601015417,PPL,45,13,360,325.00,117000.00
1,2,2023012604017010,HURJA,58,41,100,410.00,41000.00
2,3,2023012605003768,ULBSL,58,56,50,3734.00,186700.00
3,4,2023012601015416,NABIL,33,42,89,705.60,62798.40
4,5,2023012601015415,NABIL,7,42,10,705.60,7056.00
5,6,2023012601015414,NABIL,42,42,231,705.60,162993.60
6,7,2023012603011714,RLI,4,38,20,453.00,9060.00
7,8,2023012601015413,NABIL,19,42,20,706.00,14120.00
8,9,2023012604017009,KPCL,38,55,10,399.00,3990.00
9,10,2023012604017008,HURJA,44,41,10,410.00,4100.00
10,11,2023012604017007,MHNL,44,38,500,343.90,171950.00
11,12,2023012604017006,MHNL,44,59,98,343.90,33702.20
12,13,2023012604017005,MHNL,44,59,300,343.00,102900.00
13,14,2023012603011713,RLFL,34,42,40,352.00,14080.00
14,15,2023012601015412,USHEC,49,34,10,391.00,3910.00
15,16,2023012601015411,SANIMA,59,34,16,259.00,4144.00
16,17,2023012601015410,SANIMA,25,34,20,259.00,5180.00
17,18,2023012601015409,SANIMA,45,34,100,259.00,25900.00
18,19,2023012601015408,SANIMA,44,34,16,259.00,4144.00
19,20,2023012604017004,NHPC,21,19,10,275.00,2750.00
20,21,2023012604017003,CGH,56,48,10,1377.00,13770.00
21,22,2023012604017002,CHL,48,58,75,330.00,24750.00
22,23,2023012604017001,CHL,48,13,50,330.00,16500.00
23,24,2023012604017000,CHL,48,21,33,330.00,10890.00
24,25,2023012604016999,CHL,48,40,142,330.00,46860.00
25,26,2023012604016998,BARUN,36,57,10,279.00,2790.00
26,27,2023012604016997,RHPL,46,45,946,329.00,311234.00
27,28,2023012603011712,KSBBL,43,19,200,339.00,67800.00
28,29,2023012603011711,NUBL,47,45,10,1005.00,10050.00
29,30,2023012603011710,NUBL,47,35,15,1004.00,15060.00
30,31,2023012603011709,NUBL,47,36,100,1004.00,100400.00
31,32,2023012603011708,NUBL,47,48,50,1004.00,50200.00
32,33,2023012603011707,NRIC,47,42,10,855.00,8550.00
33,34,2023012601015407,SHIVM,41,10,25,527.00,13175.00
34,35,2023012601015406,SHIVM,49,10,117,527.00,61659.00
35,36,2023012604016996,AHPC,22,48,90,351.00,31590.00
36,37,2023012601015405,BHL,42,45,10,368.00,3680.00
37,38,2023012603011706,GUFL,28,35,620,600.00,372000.00
38,39,2023012603011705,GUFL,28,28,200,600.00,120000.00
