,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024122901024110,RAWA,57,42,10,783.90,7839.00
1,2,2024122901024109,RAWA,57,40,63,780.00,49140.00
2,3,2024122903019646,MDB,44,48,30,695.80,20874.00
3,4,2024122901024108,LSL,35,22,10,239.00,2390.00
4,5,2024122904012008,KKHC,52,32,200,367.90,73580.00
5,6,2024122901024107,UHEWA,32,25,100,699.90,69990.00
6,7,2024122901024106,UHEWA,32,1,170,699.00,118830.00
7,8,2024122901024105,UHEWA,32,22,10,695.00,6950.00
8,9,2024122901024104,UHEWA,32,52,10,694.00,6940.00
9,10,2024122901024103,UHEWA,32,58,10,694.00,6940.00
10,11,2024122901024102,UHEWA,32,26,100,694.00,69400.00
11,12,2024122901024101,EHPL,42,51,110,754.90,83039.00
12,13,2024122901024100,EHPL,42,70,100,754.80,75480.00
13,14,2024122901024099,EHPL,42,45,80,754.00,60320.00
14,15,2024122901024098,EHPL,42,57,10,753.00,7530.00
15,16,2024122901024097,EHPL,42,57,10,753.00,7530.00
16,17,2024122901024096,EHPL,42,57,40,751.70,30068.00
17,18,2024122901024095,EHPL,42,58,150,751.00,112650.00
18,19,2024122903019645,NFS,72,8,350,1002.00,350700.00
19,20,2024122901024094,KBSH,41,7,10,2537.00,25370.00
20,21,2024122903019644,JSLBB,48,38,11,1661.90,18280.90
21,22,2024122903019643,JSLBB,48,58,89,1640.00,145960.00
22,23,2024122901024093,MCHL,39,39,500,606.00,303000.00
23,24,2024122905011010,MEL,55,57,259,315.80,81792.20
24,25,2024122905011009,MEL,55,33,500,315.10,157550.00
25,26,2024122905011008,MEL,55,21,200,315.00,63000.00
26,27,2024122905011007,MEL,55,34,100,315.00,31500.00
27,28,2024122905011006,MEL,55,38,1000,315.00,315000.00
28,29,2024122905011005,MEL,55,17,10,315.00,3150.00
29,30,2024122905011004,MEL,55,65,270,315.00,85050.00
30,31,2024122905011003,MEL,55,65,470,315.00,148050.00
31,32,2024122905011002,MEL,55,4,10,315.00,3150.00
32,33,2024122905011001,MEL,55,51,100,315.00,31500.00
33,34,2024122905011000,MEL,55,58,10,315.00,3150.00
34,35,2024122905010999,MEL,55,35,10,315.00,3150.00
35,36,2024122905010998,MEL,55,38,31,315.00,9765.00
36,37,2024122905010997,MEL,55,45,10,315.00,3150.00
37,38,2024122905010996,MEL,55,48,10,315.00,3150.00
38,39,2024122905010995,MEL,55,58,10,315.00,3150.00
39,40,2024122904012007,JOSHI,71,6,10,420.00,4200.00
40,41,2024122903019642,SJLIC,71,42,10,447.90,4479.00
41,42,2024122903019641,GMFBS,74,92,10,1824.00,18240.00
42,43,2024122904012006,AKPL,50,19,100,231.00,23100.00
43,44,2024122905010994,STC,49,45,10,5617.00,56170.00
44,45,2024122903019640,ILBS,45,45,20,965.00,19300.00
45,46,2024122901024092,MKHC,13,25,10,508.80,5088.00
46,47,2024122901024091,SBL,50,11,64,306.00,19584.00
47,48,2024122901024090,SBL,50,11,100,305.00,30500.00
48,49,2024122901024089,SBL,50,38,50,305.00,15250.00
49,50,2024122901024088,SBL,50,22,20,305.00,6100.00
50,51,2024122901024087,SBL,50,45,82,305.00,25010.00
51,52,2024122901024086,SBL,50,5,100,304.90,30490.00
52,53,2024122901024085,SBL,50,17,18,304.50,5481.00
53,54,2024122901024084,SBL,50,34,74,304.50,22533.00
54,55,2024122901024083,SBL,50,35,190,304.20,57798.00
55,56,2024122903019639,BFC,50,34,10,638.90,6389.00
56,57,2024122905010993,HIDCL,58,58,200,234.90,46980.00
57,58,2024122901024082,NYADI,58,42,10,428.00,4280.00
58,59,2024122903019638,MLBBL,58,33,10,1584.90,15849.00
59,60,2024122903019637,NFS,72,45,100,1002.00,100200.00
60,61,2024122901024081,SGHC,45,29,160,461.00,73760.00
61,62,2024122905010992,SMATA,58,5,10,839.00,8390.00
62,63,2024122904012005,UMRH,77,77,10,610.00,6100.00
63,64,2024122901024080,CYCL,77,57,84,1650.00,138600.00
64,65,2024122901024079,CYCL,77,21,66,1648.90,108827.40
65,66,2024122904012004,RHPL,58,77,100,420.00,42000.00
66,67,2024122904012003,DHPL,26,25,10,300.30,3003.00
67,68,2024122905010991,HATHY,69,33,29,1355.00,39295.00
68,69,2024122905010990,HATHY,69,11,40,1353.90,54156.00
69,70,2024122905010989,HATHY,69,45,10,1353.80,13538.00
70,71,2024122905010988,HATHY,69,25,30,1350.00,40500.00
71,72,2024122905010987,HATHY,69,49,22,1350.00,29700.00
72,73,2024122905010986,HATHY,69,21,20,1342.00,26840.00
73,74,2024122905010985,HATHY,69,41,65,1340.00,87100.00
74,75,2024122905010984,HATHY,69,8,50,1340.00,67000.00
75,76,2024122905010983,HATHY,69,25,10,1327.00,13270.00
76,77,2024122905010982,HATHY,69,74,24,1327.00,31848.00
77,78,2024122905010981,HIDCL,1,13,100,235.00,23500.00
78,79,2024122903019636,SWBBL,95,11,10,889.80,8898.00
79,80,2024122904012002,UNHPL,49,42,10,278.90,2789.00
80,81,2024122903019635,SKBBL,49,51,16,936.00,14976.00
81,82,2024122903019634,SKBBL,49,48,14,936.00,13104.00
82,83,2024122904012001,SHEL,49,52,370,237.00,87690.00
83,84,2024122904012000,SHEL,49,38,250,237.00,59250.00
84,85,2024122904011999,SHEL,49,55,100,237.00,23700.00
85,86,2024122904011998,SHEL,49,49,200,237.00,47400.00
86,87,2024122904011997,SHEL,49,22,80,237.00,18960.00
87,88,2024122904011996,SHEL,49,60,1000,236.50,236500.00
88,89,2024122901024078,HIDCLP,28,32,10,169.50,1695.00
89,90,2024122903019633,NFS,59,57,50,1003.00,50150.00
90,91,2024122903019632,NFS,59,57,30,1003.00,30090.00
91,92,2024122903019631,MLBBL,99,33,10,1584.90,15849.00
92,93,2024122904011995,JOSHI,71,10,10,416.10,4161.00
93,94,2024122901024077,USHEC,25,13,10,594.00,5940.00
94,95,2024122904011994,AKJCL,4,32,30,197.00,5910.00
95,96,2024122904011993,JOSHI,71,34,100,416.10,41610.00
96,97,2024122904011992,CGH,14,34,20,900.00,18000.00
97,98,2024122904011991,CGH,32,34,200,900.00,180000.00
98,99,2024122904011990,CGH,17,34,20,900.00,18000.00
99,100,2024122904011989,CGH,16,34,20,900.10,18002.00
100,101,2024122903019630,LBBL,34,17,35,473.70,16579.50
101,102,2024122903019629,LBBL,47,17,10,473.80,4738.00
102,103,2024122903019628,LBBL,42,17,234,474.00,110916.00
103,104,2024122903019627,LBBL,34,17,50,475.00,23750.00
104,105,2024122903019626,LICN,3,48,10,1145.00,11450.00
105,106,2024122903019625,LICN,3,34,40,1140.00,45600.00
106,107,2024122903019624,HLBSL,62,57,20,960.00,19200.00
107,108,2024122903019623,HLBSL,62,59,40,955.10,38204.00
108,109,2024122904011988,JOSHI,71,34,20,416.10,8322.00
109,110,2024122903019622,SLBSL,62,95,10,1987.00,19870.00
110,111,2024122901024076,HEIP,22,34,10,457.00,4570.00
111,112,2024122904011987,JOSHI,22,6,211,420.00,88620.00
112,113,2024122904011986,JOSHI,22,22,50,420.00,21000.00
113,114,2024122904011985,JOSHI,22,36,100,420.00,42000.00
