,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024062003016739,SFCL,45,59,50,434.50,21725.00
1,2,2024062004010277,NGPL,45,17,10,310.00,3100.00
2,3,2024062004010276,UMRH,40,91,10,404.10,4041.00
3,4,2024062001020861,MAKAR,3,16,100,402.00,40200.00
4,5,2024062001020860,MAKAR,45,16,200,402.10,80420.00
5,6,2024062003016738,SMFBS,36,84,29,1332.00,38628.00
6,7,2024062003016737,SMFBS,42,84,17,1333.00,22661.00
7,8,2024062003016736,SMFBS,41,84,130,1340.00,174200.00
8,9,2024062003016735,SMFBS,42,84,14,1340.30,18764.20
9,10,2024062003016734,SMFBS,43,84,10,1345.10,13451.00
10,11,2024062003016733,PFL,22,33,150,619.80,92970.00
11,12,2024062003016732,SWMF,65,4,10,882.90,8829.00
12,13,2024062003016731,SWMF,65,58,50,878.00,43900.00
13,14,2024062003016730,SWMF,65,14,50,877.00,43850.00
14,15,2024062003016729,SWMF,65,38,10,877.00,8770.00
15,16,2024062003016728,SWMF,65,25,20,877.00,17540.00
16,17,2024062001020859,SNLI,45,59,294,464.00,136416.00
17,18,2024062001020858,SNLI,45,59,166,464.00,77024.00
18,19,2024062001020857,SNLI,45,59,450,464.10,208845.00
19,20,2024062001020856,SNLI,45,59,90,464.30,41787.00
20,21,2024062003016727,SIFC,13,42,50,443.50,22175.00
21,22,2024062001020855,MANDU,65,13,75,1004.00,75300.00
22,23,2024062003016726,ILBS,77,14,10,1199.90,11999.00
23,24,2024062004010275,KPCL,67,36,80,460.00,36800.00
24,25,2024062004010274,KPCL,67,42,400,458.00,183200.00
25,26,2024062004010273,KPCL,67,42,220,457.00,100540.00
26,27,2024062004010272,KPCL,67,50,300,456.00,136800.00
27,28,2024062003016725,GILB,39,28,10,1520.00,15200.00
28,29,2024062003016724,GILB,69,28,20,1520.00,30400.00
29,30,2024062003016723,GILB,69,91,16,1520.00,24320.00
30,31,2024062004010271,SHPC,67,37,107,320.40,34282.80
31,32,2024062004010270,SHPC,41,37,50,320.50,16025.00
32,33,2024062004010269,SHPC,25,37,10,320.50,3205.00
33,34,2024062004010268,SHPC,41,37,100,321.00,32100.00
34,35,2024062001020854,AVYAN,92,57,60,900.00,54000.00
35,36,2024062003016722,GILB,88,17,15,1519.80,22797.00
36,37,2024062001020853,MANDU,26,45,40,1010.00,40400.00
37,38,2024062003016721,WNLB,52,39,10,1545.00,15450.00
38,39,2024062003016720,EDBL,52,21,10,375.90,3759.00
39,40,2024062001020852,NWCL,52,88,40,859.90,34396.00
40,41,2024062001020851,NWCL,52,58,10,852.90,8529.00
41,42,2024062001020850,NWCL,52,52,30,852.00,25560.00
42,43,2024062001020849,NWCL,52,57,20,850.00,17000.00
43,44,2024062001020848,AHL,34,58,10,500.00,5000.00
44,45,2024062003016719,MFIL,34,26,88,520.00,45760.00
45,46,2024062003016718,MFIL,34,19,97,519.90,50430.30
46,47,2024062001020847,MKLB,51,34,200,1390.00,278000.00
47,48,2024062001020846,MKLB,35,34,100,1390.00,139000.00
48,49,2024062001020845,NMB,49,34,100,191.00,19100.00
49,50,2024062003016717,GRDBL,58,14,10,420.30,4203.00
50,51,2024062003016716,MPFL,14,74,50,506.50,25325.00
51,52,2024062003016715,GRDBL,58,1,40,420.30,16812.00
52,53,2024062003016714,RSDC,35,33,100,662.00,66200.00
53,54,2024062003016713,CFCL,19,35,10,438.00,4380.00
54,55,2024062004010267,SICL,58,19,55,690.00,37950.00
55,56,2024062004010266,SSHL,58,8,1000,177.00,177000.00
56,57,2024062005005140,CHDC,50,8,380,1022.00,388360.00
57,58,2024062005005139,CHDC,6,8,1120,1022.00,1144640.00
58,59,2024062003016712,ILBS,62,14,20,1199.90,23998.00
59,60,2024062003016711,GILB,58,17,35,1519.80,53193.00
60,61,2024062003016710,GILB,58,69,20,1519.80,30396.00
61,62,2024062003016709,GILB,58,1,14,1519.80,21277.20
62,63,2024062003016708,GILB,58,17,50,1519.80,75990.00
63,64,2024062003016707,GILB,58,39,50,1519.80,75990.00
