,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024040403015008,GLBSL,74,17,27,1976.00,53352.00
1,2,2024040403015007,GLBSL,74,49,13,1975.00,25675.00
2,3,2024040403015006,GLBSL,74,40,200,1975.00,395000.00
3,4,2024040403015005,GLBSL,74,5,50,1975.00,98750.00
4,5,2024040403015004,GLBSL,74,4,10,1975.00,19750.00
5,6,2024040403015003,JBBL,56,6,15,286.70,4300.50
6,7,2024040401028701,NYADI,59,38,270,309.00,83430.00
7,8,2024040401028700,NYADI,59,20,230,309.00,71070.00
8,9,2024040403015002,MFIL,28,21,10,497.00,4970.00
9,10,2024040403015001,ALICL,34,18,20,552.00,11040.00
10,11,2024040403015000,GUFL,35,29,10,854.90,8549.00
11,12,2024040404008415,API,51,33,10,173.00,1730.00
12,13,2024040401028699,MHCL,70,14,200,415.00,83000.00
13,14,2024040401028698,MCHL,44,41,10,359.80,3598.00
14,15,2024040401028697,MCHL,44,14,10,359.80,3598.00
15,16,2024040405004197,HRL,16,71,20,590.50,11810.00
16,17,2024040405004196,HRL,22,71,100,590.50,59050.00
17,18,2024040405004195,HRL,74,71,500,591.00,295500.00
18,19,2024040405004194,HRL,45,71,10,591.00,5910.00
19,20,2024040405004193,HRL,47,71,50,591.00,29550.00
20,21,2024040405004192,HRL,29,71,320,591.00,189120.00
21,22,2024040403014999,WNLB,71,45,10,1530.00,15300.00
22,23,2024040403014998,WNLB,71,18,10,1529.00,15290.00
23,24,2024040403014997,GMFIL,51,38,10,356.00,3560.00
24,25,2024040403014996,USLB,39,17,30,1609.00,48270.00
25,26,2024040403014995,FMDBL,39,33,200,642.00,128400.00
26,27,2024040403014994,FMDBL,39,65,478,642.00,306876.00
27,28,2024040403014993,FMDBL,39,34,100,641.90,64190.00
28,29,2024040403014992,FMDBL,39,62,50,641.70,32085.00
29,30,2024040403014991,FMDBL,39,45,172,641.40,110320.80
30,31,2024040404008414,KPCL,32,25,10,405.00,4050.00
31,32,2024040401028696,MEL,32,52,262,220.00,57640.00
32,33,2024040401028695,MEL,32,35,190,219.90,41781.00
33,34,2024040401028694,MEL,32,35,188,219.80,41322.40
34,35,2024040401028693,MEL,32,35,100,219.70,21970.00
35,36,2024040401028692,MEL,32,22,10,219.50,2195.00
36,37,2024040401028691,MEL,32,34,10,219.00,2190.00
37,38,2024040401028690,MEL,32,33,10,219.00,2190.00
38,39,2024040401028689,MEL,32,41,10,219.00,2190.00
39,40,2024040401028688,MEL,32,34,10,218.90,2189.00
40,41,2024040401028687,MEL,32,55,10,218.00,2180.00
41,42,2024040403014990,NABBC,22,22,16,414.00,6624.00
42,43,2024040401028686,SARBTM,50,45,25,843.10,21077.50
43,44,2024040401028685,SARBTM,21,45,25,843.50,21087.50
44,45,2024040403014989,SMFBS,6,42,90,1168.80,105192.00
45,46,2024040403014988,SMFBS,38,42,50,1195.00,59750.00
46,47,2024040403014987,SMFBS,7,42,10,1196.10,11961.00
47,48,2024040403014986,SJLIC,42,91,98,514.00,50372.00
48,49,2024040403014985,SAPDBL,57,28,10,290.00,2900.00
49,50,2024040401028684,MKCL,67,84,179,953.00,170587.00
50,51,2024040401028683,MKCL,67,45,100,952.00,95200.00
51,52,2024040401028682,MKCL,67,62,100,952.00,95200.00
52,53,2024040401028681,MKCL,67,19,10,950.00,9500.00
53,54,2024040401028680,MKCL,67,42,100,950.00,95000.00
54,55,2024040401028679,MKCL,67,58,10,950.00,9500.00
55,56,2024040404008413,SGIC,36,43,99,520.20,51499.80
56,57,2024040404008412,SGIC,71,43,200,520.40,104080.00
57,58,2024040404008411,SGIC,26,43,100,520.50,52050.00
58,59,2024040404008410,SGIC,1,43,100,521.00,52100.00
59,60,2024040404008409,SGIC,4,43,50,521.00,26050.00
60,61,2024040404008408,SGIC,20,43,100,521.00,52100.00
61,62,2024040404008407,SGIC,44,43,75,521.00,39075.00
62,63,2024040404008406,SGIC,32,43,20,521.00,10420.00
63,64,2024040404008405,SGIC,48,43,10,521.00,5210.00
