,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2022122604010131,AKPL,18,44,100,352.00,35200.00
1,2,2022122604010130,AKPL,18,26,31,352.00,10912.00
2,3,2022122603012186,HIDCL,59,54,150,172.50,25875.00
3,4,2022122603012185,HIDCL,59,45,50,172.40,8620.00
4,5,2022122604010129,AKPL,50,26,50,352.00,17600.00
5,6,2022122604010128,AHPC,38,6,50,272.80,13640.00
6,7,2022122604010127,AHPC,38,11,50,271.90,13595.00
7,8,2022122604010126,UPCL,58,35,200,223.90,44780.00
8,9,2022122601014488,PHCL,6,58,10,205.00,2050.00
9,10,2022122603012184,GMFIL,49,16,40,326.20,13048.00
10,11,2022122603012183,GMFIL,49,58,10,326.20,3262.00
11,12,2022122603012182,GMFIL,49,32,200,326.00,65200.00
12,13,2022122603012181,GMFIL,49,56,100,326.00,32600.00
13,14,2022122603012180,GMFIL,49,6,200,326.00,65200.00
14,15,2022122603012179,GMFIL,49,4,50,326.00,16300.00
15,16,2022122603012178,GMFIL,49,47,200,325.00,65000.00
16,17,2022122603012177,GMFIL,49,52,10,322.00,3220.00
17,18,2022122603012176,GMFIL,49,41,70,322.00,22540.00
18,19,2022122603012175,GMFIL,49,59,84,321.90,27039.60
19,20,2022122603012174,GMFIL,49,14,200,321.80,64360.00
20,21,2022122603012173,GMFIL,49,14,200,321.80,64360.00
21,22,2022122603012172,GMFIL,49,4,370,321.70,119029.00
22,23,2022122603012171,GMFIL,49,6,490,321.00,157290.00
23,24,2022122604010125,RIDI,6,32,90,477.00,42930.00
24,25,2022122604010124,RIDI,10,32,200,477.00,95400.00
25,26,2022122604010123,RIDI,48,32,120,477.00,57240.00
26,27,2022122603012170,GUFL,3,6,10,539.00,5390.00
27,28,2022122603012169,GUFL,3,32,300,539.00,161700.00
28,29,2022122603012168,GUFL,3,50,90,538.90,48501.00
29,30,2022122603012167,MDB,42,44,50,390.00,19500.00
30,31,2022122604010122,NICL,42,47,10,405.00,4050.00
31,32,2022122601014487,NCCB,8,37,10,184.50,1845.00
32,33,2022122603012166,GUFL,28,50,10,538.90,5389.00
33,34,2022122603012165,NTC,28,58,10,900.00,9000.00
34,35,2022122603012164,SWBBL,35,39,265,1171.00,310315.00
35,36,2022122601014486,SHIVM,41,59,97,520.00,50440.00
36,37,2022122603012163,ALICL,33,33,635,539.00,342265.00
37,38,2022122603012162,ALICL,33,42,250,537.00,134250.00
38,39,2022122603012161,ALICL,33,57,100,537.00,53700.00
39,40,2022122603012160,ALICL,33,42,15,536.00,8040.00
40,41,2022122601014485,CYCL,39,38,10,2472.00,24720.00
41,42,2022122601014484,NCCB,44,37,20,184.50,3690.00
42,43,2022122601014483,NCCB,44,51,190,184.00,34960.00
43,44,2022122603012159,SHINE,21,52,100,344.00,34400.00
44,45,2022122603012158,GMFBS,52,19,10,833.00,8330.00
45,46,2022122603012157,GMFBS,52,57,10,819.00,8190.00
46,47,2022122601014482,RHGCL,58,34,50,207.00,10350.00
47,48,2022122603012156,SFCL,42,34,15,260.80,3912.00
48,49,2022122601014481,EHPL,58,59,10,309.00,3090.00
49,50,2022122601014480,EHPL,58,32,10,305.00,3050.00
50,51,2022122603012155,JBBL,32,21,25,288.50,7212.50
51,52,2022122604010121,BARUN,45,35,284,202.00,57368.00
52,53,2022122604010120,JOSHI,28,41,10,195.00,1950.00
53,54,2022122604010119,RBCL,49,35,10,12501.00,125010.00
54,55,2022122603012154,GUFL,37,50,300,538.00,161400.00
55,56,2022122605001748,NYADI,50,34,10,275.00,2750.00
56,57,2022122601014479,PCBL,34,33,63,218.00,13734.00
57,58,2022122601014478,PCBL,16,33,500,218.00,109000.00
58,59,2022122601014477,PCBL,34,33,181,218.00,39458.00
59,60,2022122601014476,PCBL,6,33,300,218.10,65430.00
60,61,2022122604010118,API,33,21,100,214.00,21400.00
61,62,2022122601014475,MEGA,38,28,43,196.50,8449.50
62,63,2022122601014474,MEGA,38,32,100,196.50,19650.00
63,64,2022122601014473,MEGA,38,13,165,196.00,32340.00
64,65,2022122601014472,MEGA,38,32,100,196.00,19600.00
65,66,2022122601014471,MEGA,38,32,100,196.00,19600.00
66,67,2022122601014470,MEGA,38,10,88,196.00,17248.00
67,68,2022122601014469,SGHC,25,45,10,269.00,2690.00
68,69,2022122601014468,SGHC,25,58,10,269.00,2690.00
69,70,2022122601014467,SGHC,25,46,10,269.00,2690.00
