,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2022122801012119,EBL,33,41,95,471.00,44745.00
1,2,2022122801012118,EBL,33,13,55,467.00,25685.00
2,3,2022122804011869,GHL,19,4,10,238.00,2380.00
3,4,2022122803013207,GUFL,28,37,10,559.00,5590.00
4,5,2022122801012117,HIDCLP,50,43,825,105.00,86625.00
5,6,2022122801012116,HIDCLP,50,51,175,105.00,18375.00
6,7,2022122804011868,AKPL,47,26,10,360.00,3600.00
7,8,2022122803013206,NMBMF,25,39,10,669.90,6699.00
8,9,2022122803013205,NRIC,47,56,10,736.50,7365.00
9,10,2022122804011867,IGI,34,58,50,396.00,19800.00
10,11,2022122801012115,SHIVM,1,58,32,526.00,16832.00
11,12,2022122801012114,SHIVM,11,58,100,526.00,52600.00
12,13,2022122801012113,SHIVM,57,58,100,526.00,52600.00
13,14,2022122801012112,SHIVM,38,58,68,526.00,35768.00
14,15,2022122805002465,SAHAS,16,45,100,525.00,52500.00
15,16,2022122803013204,AKBSL,16,33,10,1555.00,15550.00
16,17,2022122805002464,ULBSL,56,48,10,3430.00,34300.00
17,18,2022122805002463,ULBSL,56,14,14,3420.00,47880.00
18,19,2022122803013203,NTC,57,44,14,898.00,12572.00
19,20,2022122801012111,MEGA,28,41,300,203.10,60930.00
20,21,2022122804011866,UPCL,22,36,10,226.90,2269.00
21,22,2022122803013202,NRIC,26,39,46,734.00,33764.00
22,23,2022122801012110,NMB,16,42,82,232.50,19065.00
23,24,2022122801012109,NMB,26,42,18,232.50,4185.00
24,25,2022122801012108,NCCB,44,35,10,187.30,1873.00
25,26,2022122801012107,PCBL,44,5,41,228.90,9384.90
26,27,2022122801012106,PCBL,44,46,69,228.00,15732.00
27,28,2022122801012105,PCBL,44,13,20,228.00,4560.00
28,29,2022122804011865,BPCL,49,44,90,315.50,28395.00
29,30,2022122804011864,SHPC,35,49,15,288.00,4320.00
30,31,2022122803013201,MERO,49,52,15,757.60,11364.00
31,32,2022122804011863,NLG,58,37,10,507.00,5070.00
32,33,2022122804011862,API,26,48,100,222.20,22220.00
33,34,2022122804011861,AKPL,50,26,10,360.00,3600.00
34,35,2022122804011860,HPPL,34,38,80,259.00,20720.00
35,36,2022122804011859,HPPL,34,17,200,259.00,51800.00
36,37,2022122804011858,HPPL,34,36,200,259.00,51800.00
37,38,2022122804011857,HPPL,34,41,250,258.90,64725.00
38,39,2022122804011856,HPPL,34,25,90,258.80,23292.00
39,40,2022122804011855,HPPL,34,49,100,258.70,25870.00
40,41,2022122804011854,HPPL,34,51,200,258.00,51600.00
41,42,2022122803013200,ICFC,28,34,20,439.00,8780.00
42,43,2022122803013199,ICFC,58,34,100,439.00,43900.00
43,44,2022122803013198,ICFC,41,34,20,440.00,8800.00
44,45,2022122801012104,PRVU,46,59,15,195.60,2934.00
45,46,2022122801012103,MEGA,20,4,20,204.00,4080.00
46,47,2022122801012102,MEGA,20,51,51,203.90,10398.90
47,48,2022122801012101,MEGA,20,26,55,203.50,11192.50
48,49,2022122801012100,MEGA,20,39,52,203.30,10571.60
49,50,2022122801012099,MEGA,20,25,100,203.20,20320.00
50,51,2022122801012098,MEGA,20,39,122,203.20,24790.40
51,52,2022122803013197,GUFL,20,37,10,559.00,5590.00
52,53,2022122804011853,UMRH,14,47,50,414.00,20700.00
53,54,2022122804011852,DHPL,59,59,10,194.00,1940.00
54,55,2022122804011851,DHPL,59,32,21,193.90,4071.90
55,56,2022122804011850,UMHL,10,11,360,234.70,84492.00
56,57,2022122804011849,UMHL,14,11,50,234.70,11735.00
57,58,2022122804011848,UMHL,17,11,100,234.90,23490.00
58,59,2022122804011847,UMHL,50,11,490,235.00,115150.00
59,60,2022122801012097,SHIVM,45,57,95,528.00,50160.00
60,61,2022122801012096,SHIVM,45,42,40,528.00,21120.00
61,62,2022122801012095,EHPL,29,13,10,328.70,3287.00
62,63,2022122801012094,EHPL,29,32,10,328.00,3280.00
63,64,2022122801012093,NCCB,8,35,10,187.30,1873.00
64,65,2022122801012092,NABIL,41,14,59,834.90,49259.10
65,66,2022122801012091,USHEC,42,39,770,269.10,207207.00
66,67,2022122805002462,ENL,21,33,10,614.90,6149.00
67,68,2022122803013196,KSBBL,36,42,20,309.00,6180.00
68,69,2022122801012090,NABIL,32,14,30,834.90,25047.00
69,70,2022122804011846,PMHPL,8,38,10,197.20,1972.00
70,71,2022122804011845,KPCL,50,38,10,366.00,3660.00
71,72,2022122803013195,SHINE,28,5,10,314.00,3140.00
72,73,2022122803013194,SIFC,28,14,10,324.00,3240.00
73,74,2022122801012089,NICFC,53,58,100,8.00,800.00
74,75,2022122803013193,PFL,50,59,10,350.00,3500.00
75,76,2022122805002461,MKLB,34,39,10,895.00,8950.00
76,77,2022122805002460,MKLB,34,38,10,882.00,8820.00
77,78,2022122804011844,RADHI,47,26,220,216.00,47520.00
78,79,2022122801012088,PRVU,34,59,11,195.60,2151.60
79,80,2022122803013192,SIFC,45,14,10,324.00,3240.00
80,81,2022122801012087,PPL,45,48,50,207.70,10385.00
81,82,2022122804011843,HDHPC,16,35,102,183.00,18666.00
82,83,2022122804011842,HDHPC,6,35,500,183.00,91500.00
83,84,2022122804011841,HDHPC,42,35,50,183.00,9150.00
84,85,2022122804011840,HDHPC,34,35,500,183.00,91500.00
85,86,2022122804011839,HDHPC,33,35,100,183.00,18300.00
