,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023012501017777,PHCL,57,56,10,377.00,3770.00
1,2,2023012501017776,SHIVM,48,49,10,527.90,5279.00
2,3,2023012501017775,CBL,13,22,130,231.20,30056.00
3,4,2023012504016458,UPCL,22,37,10,267.00,2670.00
4,5,2023012504016457,TRH,58,39,10,470.00,4700.00
5,6,2023012504016456,KKHC,58,38,10,264.90,2649.00
6,7,2023012503015444,GILB,58,32,30,1190.00,35700.00
7,8,2023012504016455,HPPL,49,58,20,342.10,6842.00
8,9,2023012503015443,NIFRA,58,25,50,241.50,12075.00
9,10,2023012505004698,ULBSL,58,6,65,3799.90,246993.50
10,11,2023012505004697,ULBSL,58,20,20,3799.80,75996.00
11,12,2023012505004696,ULBSL,58,40,50,3799.50,189975.00
12,13,2023012505004695,ULBSL,58,34,10,3799.00,37990.00
13,14,2023012505004694,ULBSL,58,42,20,3794.00,75880.00
14,15,2023012505004693,ULBSL,58,25,25,3770.00,94250.00
15,16,2023012505004692,ULBSL,58,38,10,3769.00,37690.00
16,17,2023012501017774,PHCL,58,28,10,377.10,3771.00
17,18,2023012503015442,SFCL,50,28,10,373.70,3737.00
18,19,2023012504016454,AKPL,50,10,50,424.00,21200.00
19,20,2023012501017773,BHDC,50,28,10,411.00,4110.00
20,21,2023012504016453,UPCL,34,37,10,267.00,2670.00
21,22,2023012503015441,NICLBSL,44,43,11,825.90,9084.90
22,23,2023012504016452,HURJA,44,56,300,415.00,124500.00
23,24,2023012504016451,HURJA,44,45,20,415.00,8300.00
24,25,2023012504016450,HURJA,44,49,20,415.00,8300.00
25,26,2023012504016449,HURJA,44,34,40,413.00,16520.00
26,27,2023012504016448,HURJA,44,57,120,412.00,49440.00
27,28,2023012504016447,HDHPC,33,22,100,251.90,25190.00
28,29,2023012501017772,KBL,8,26,10,200.50,2005.00
29,30,2023012504016446,BARUN,36,53,21,279.00,5859.00
30,31,2023012501017771,SIKLES,43,41,10,471.00,4710.00
31,32,2023012501017770,SIKLES,43,32,10,471.00,4710.00
32,33,2023012501017769,SIKLES,43,50,10,470.00,4700.00
