,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023013001018083,BHPL,28,13,10,569.90,5699.00
1,2,2023013004017957,UPPER,25,35,100,522.00,52200.00
2,3,2023013004017956,UPPER,55,35,200,522.00,104400.00
3,4,2023013004017955,UPPER,51,35,151,522.10,78837.10
4,5,2023013004017954,UPPER,41,35,15,522.20,7833.00
5,6,2023013004017953,UPPER,16,35,101,522.20,52742.20
6,7,2023013004017952,AKJCL,34,53,120,245.80,29496.00
7,8,2023013004017951,AKJCL,34,56,80,245.50,19640.00
8,9,2023013001018082,BHPL,34,13,100,569.90,56990.00
9,10,2023013004017950,AKJCL,34,56,10,245.50,2455.00
10,11,2023013003017217,PFL,34,42,50,395.00,19750.00
11,12,2023013003017216,AKBSL,29,3,100,1245.00,124500.00
12,13,2023013003017215,AKBSL,29,3,50,1245.00,62250.00
13,14,2023013003017214,AKBSL,21,3,10,1245.00,12450.00
14,15,2023013003017213,AKBSL,49,3,13,1245.00,16185.00
15,16,2023013003017212,AKBSL,1,3,10,1245.10,12451.00
16,17,2023013003017211,AKBSL,21,3,20,1245.20,24904.00
17,18,2023013003017210,GUFL,56,26,210,568.10,119301.00
18,19,2023013001018081,DORDI,45,26,10,312.00,3120.00
19,20,2023013003017209,SABSL,21,26,42,997.00,41874.00
20,21,2023013003017208,SABSL,21,11,15,995.00,14925.00
21,22,2023013003017207,SABSL,21,7,10,994.60,9946.00
22,23,2023013003017206,SABSL,21,26,30,994.00,29820.00
23,24,2023013003017205,SABSL,21,41,20,990.00,19800.00
24,25,2023013003017204,SABSL,21,22,16,989.00,15824.00
25,26,2023013003017203,SABSL,21,6,67,980.00,65660.00
26,27,2023013003017202,PFL,59,42,50,395.00,19750.00
27,28,2023013001018080,BHPL,59,13,100,569.90,56990.00
28,29,2023013001018079,PCBL,56,34,200,219.90,43980.00
29,30,2023013001018078,PCBL,56,52,40,219.50,8780.00
30,31,2023013001018077,PCBL,56,55,200,219.50,43900.00
31,32,2023013001018076,PCBL,56,38,100,219.00,21900.00
32,33,2023013001018075,PCBL,56,32,105,219.00,22995.00
33,34,2023013003017201,NFS,34,48,10,307.00,3070.00
34,35,2023013004017949,AKPL,50,11,18,410.00,7380.00
35,36,2023013003017200,SMATA,3,50,10,814.40,8144.00
36,37,2023013003017199,JSLBB,22,43,10,1615.00,16150.00
37,38,2023013004017948,GHL,22,51,10,283.00,2830.00
38,39,2023013004017947,HDHPC,33,29,44,239.60,10542.40
