,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024052701031010,TVCL,17,14,200,446.20,89240.00
1,2,2024052701031009,MEHL,43,42,21,315.00,6615.00
2,3,2024052701031008,DOLTI,13,68,10,414.00,4140.00
3,4,2024052704009198,API,93,59,10,173.00,1730.00
4,5,2024052703012345,CORBL,1,84,10,484.90,4849.00
5,6,2024052701031007,CYCL,50,1,29,1473.50,42731.50
6,7,2024052701031006,PCBL,22,5,10,209.00,2090.00
7,8,2024052703012344,GMFIL,42,25,636,395.00,251220.00
8,9,2024052703012343,NABBC,88,14,10,589.90,5899.00
9,10,2024052701031005,NRM,88,57,10,386.90,3869.00
10,11,2024052704009197,RADHI,49,45,10,239.00,2390.00
11,12,2024052703012342,PFL,28,69,10,710.00,7100.00
12,13,2024052703012341,PFL,28,69,50,710.00,35500.00
13,14,2024052703012340,GILB,62,59,84,1255.00,105420.00
14,15,2024052703012339,GILB,62,58,45,1255.00,56475.00
15,16,2024052703012338,GILB,62,62,10,1255.00,12550.00
16,17,2024052703012337,GILB,62,1,200,1255.00,251000.00
17,18,2024052703012336,GILB,62,67,61,1255.00,76555.00
18,19,2024052701031004,CYCL,71,22,10,1490.00,14900.00
19,20,2024052703012335,PFL,41,71,1500,659.00,988500.00
20,21,2024052703012334,PFL,71,69,10,710.00,7100.00
21,22,2024052703012333,SMB,71,59,10,1619.00,16190.00
22,23,2024052701031003,EHPL,17,43,50,533.00,26650.00
23,24,2024052701031002,SBL,50,21,25,265.90,6647.50
24,25,2024052704009196,AHPC,39,45,150,162.60,24390.00
25,26,2024052703012332,JFL,45,38,10,530.00,5300.00
26,27,2024052701031001,SBI,52,45,10,304.10,3041.00
27,28,2024052703012331,HLBSL,45,18,43,1223.00,52589.00
28,29,2024052703012330,HLBSL,45,5,100,1222.00,122200.00
29,30,2024052703012329,HLBSL,45,46,150,1220.00,183000.00
30,31,2024052703012328,HLBSL,45,14,80,1220.00,97600.00
31,32,2024052703012327,HLBSL,45,49,30,1220.00,36600.00
32,33,2024052703012326,HLBSL,45,7,10,1220.00,12200.00
33,34,2024052703012325,HLBSL,45,42,64,1220.00,78080.00
34,35,2024052703012324,HLBSL,45,67,200,1215.00,243000.00
35,36,2024052703012323,HLBSL,45,67,200,1215.00,243000.00
36,37,2024052703012322,HLBSL,45,67,90,1215.00,109350.00
37,38,2024052703012321,HLBSL,45,41,533,1215.00,647595.00
38,39,2024052703012320,HLBSL,34,41,100,1215.00,121500.00
39,40,2024052705005930,NTC,34,49,50,847.30,42365.00
40,41,2024052704009195,JOSHI,49,34,10,306.00,3060.00
41,42,2024052703012319,MPFL,29,37,20,444.00,8880.00
42,43,2024052701031000,AVYAN,18,29,40,860.30,34412.00
43,44,2024052703012318,FMDBL,39,43,55,724.00,39820.00
44,45,2024052703012317,FMDBL,39,38,30,723.90,21717.00
45,46,2024052703012316,FMDBL,39,6,400,723.00,289200.00
46,47,2024052703012315,FMDBL,39,35,10,723.00,7230.00
47,48,2024052703012314,FMDBL,39,56,500,722.50,361250.00
48,49,2024052703012313,FMDBL,39,58,504,722.40,364089.60
49,50,2024052703012312,FMDBL,39,14,50,722.00,36100.00
50,51,2024052703012311,FMDBL,39,6,100,722.00,72200.00
51,52,2024052703012310,FMDBL,39,44,10,722.00,7220.00
52,53,2024052703012309,FMDBL,39,52,42,722.00,30324.00
53,54,2024052703012308,FMDBL,39,35,22,722.00,15884.00
54,55,2024052703012307,FMDBL,39,38,10,721.90,7219.00
55,56,2024052703012306,FMDBL,39,34,30,720.00,21600.00
56,57,2024052703012305,FMDBL,39,42,64,720.00,46080.00
57,58,2024052703012304,FMDBL,39,32,159,720.00,114480.00
58,59,2024052703012303,FMDBL,39,56,1000,720.00,720000.00
59,60,2024052703012302,FMDBL,39,58,224,720.00,161280.00
60,61,2024052703012301,FMDBL,39,57,200,720.00,144000.00
61,62,2024052703012300,FMDBL,39,55,590,720.00,424800.00
62,63,2024052701030999,EBL,39,38,10,540.00,5400.00
63,64,2024052703012299,PFL,58,29,10,714.00,7140.00
64,65,2024052701030998,CITY,41,58,355,656.00,232880.00
65,66,2024052701030997,CITY,35,58,100,656.20,65620.00
66,67,2024052701030996,CITY,35,58,12,656.30,7875.60
67,68,2024052701030995,CITY,14,58,25,659.00,16475.00
68,69,2024052701030994,CITY,38,58,10,660.00,6600.00
69,70,2024052701030993,CITY,42,58,498,660.00,328680.00
70,71,2024052705005929,NRN,58,51,50,572.80,28640.00
71,72,2024052705005928,NRN,58,46,50,572.50,28625.00
72,73,2024052705005927,NRN,58,49,30,572.50,17175.00
73,74,2024052705005926,NRN,58,58,50,572.50,28625.00
74,75,2024052705005925,NRN,58,45,310,572.50,177475.00
75,76,2024052705005924,NRN,58,22,10,572.20,5722.00
76,77,2024052701030992,NICA,58,58,10,428.00,4280.00
77,78,2024052703012298,SABSL,70,52,10,976.20,9762.00
78,79,2024052703012297,GRDBL,41,36,10,430.00,4300.00
79,80,2024052701030991,RHGCL,32,74,281,350.90,98602.90
80,81,2024052701030990,RHGCL,32,53,10,350.00,3500.00
81,82,2024052701030989,SBI,5,6,25,308.00,7700.00
82,83,2024052701030988,SHIVM,8,1,10,513.80,5138.00
83,84,2024052701030987,SAMAJ,17,65,10,2100.00,21000.00
84,85,2024052701030986,SAMAJ,16,65,10,2111.90,21119.00
85,86,2024052703012296,PFL,44,29,10,714.00,7140.00
86,87,2024052705005923,SMATA,64,22,10,943.00,9430.00
87,88,2024052705005922,ENL,49,64,255,890.00,226950.00
88,89,2024052705005921,ENL,49,64,480,890.00,427200.00
89,90,2024052705005920,ENL,55,64,30,891.00,26730.00
90,91,2024052705005919,ENL,21,64,235,896.00,210560.00
91,92,2024052705005918,CHDC,53,34,184,873.00,160632.00
92,93,2024052705005917,CHDC,53,19,116,873.00,101268.00
93,94,2024052701030985,SGHC,1,56,30,323.90,9717.00
94,95,2024052703012295,JSLBB,43,91,19,1363.00,25897.00
95,96,2024052704009194,MHNL,47,45,10,233.00,2330.00
96,97,2024052701030984,RNLI,46,56,10,437.80,4378.00
97,98,2024052703012294,RLFL,4,60,501,403.00,201903.00
98,99,2024052703012293,RLFL,4,37,100,402.00,40200.00
99,100,2024052703012292,RLFL,4,45,50,402.00,20100.00
100,101,2024052703012291,RLFL,4,25,39,402.00,15678.00
101,102,2024052703012290,RLFL,4,67,530,400.00,212000.00
102,103,2024052703012289,RLFL,4,59,580,399.00,231420.00
103,104,2024052703012288,HLBSL,55,41,10,1215.00,12150.00
104,105,2024052703012287,PFL,41,55,200,659.00,131800.00
105,106,2024052703012286,RSDC,57,52,196,679.00,133084.00
106,107,2024052703012285,NICLBSL,57,68,10,665.00,6650.00
107,108,2024052701030983,MHCL,49,14,10,389.00,3890.00
108,109,2024052703012284,HLBSL,62,41,489,1215.00,594135.00
109,110,2024052703012283,HLBSL,62,38,11,1213.00,13343.00
110,111,2024052701030982,VLUCL,62,38,10,484.00,4840.00
111,112,2024052704009193,CGH,49,43,10,880.00,8800.00
112,113,2024052701030981,RAWA,36,7,10,497.80,4978.00
113,114,2024052701030980,RAWA,36,57,40,496.00,19840.00
114,115,2024052703012282,LBBL,36,41,30,387.90,11637.00
115,116,2024052705005916,BBC,48,17,50,3752.20,187610.00
116,117,2024052703012281,NICLBSL,38,68,30,665.00,19950.00
117,118,2024052701030979,SHIVM,77,1,10,513.80,5138.00
118,119,2024052701030978,PCBL,8,45,100,208.70,20870.00
119,120,2024052703012280,MSLB,48,18,10,1280.00,12800.00
120,121,2024052701030977,PHCL,45,80,100,289.10,28910.00
121,122,2024052701030976,SBI,52,45,10,304.10,3041.00
122,123,2024052701030975,BEDC,45,42,10,375.50,3755.00
123,124,2024052701030974,SARBTM,19,82,121,818.00,98978.00
124,125,2024052701030973,SARBTM,26,82,10,818.40,8184.00
125,126,2024052701030972,SARBTM,59,82,100,819.00,81900.00
126,127,2024052701030971,SARBTM,58,82,20,820.00,16400.00
127,128,2024052701030970,SARBTM,16,82,20,820.00,16400.00
128,129,2024052701030969,SARBTM,36,82,26,820.00,21320.00
129,130,2024052701030968,SARBTM,62,82,200,820.00,164000.00
130,131,2024052701030967,SARBTM,18,82,50,820.00,41000.00
131,132,2024052701030966,SARBTM,58,82,10,820.00,8200.00
132,133,2024052701030965,SARBTM,52,82,50,820.00,41000.00
133,134,2024052701030964,SARBTM,36,82,100,820.00,82000.00
134,135,2024052701030963,SARBTM,58,82,30,820.10,24603.00
135,136,2024052701030962,SARBTM,44,82,20,821.00,16420.00
136,137,2024052701030961,SARBTM,5,82,300,821.00,246300.00
137,138,2024052701030960,SARBTM,48,82,300,822.00,246600.00
138,139,2024052701030959,SARBTM,39,82,500,822.00,411000.00
139,140,2024052701030958,SARBTM,34,82,200,822.10,164420.00
140,141,2024052701030957,SARBTM,26,82,10,823.00,8230.00
141,142,2024052701030956,SARBTM,48,82,30,823.00,24690.00
142,143,2024052701030955,SARBTM,29,82,50,823.00,41150.00
143,144,2024052701030954,SARBTM,39,82,100,823.20,82320.00
144,145,2024052701030953,SARBTM,42,82,10,823.30,8233.00
145,146,2024052701030952,SMH,60,49,10,684.00,6840.00
146,147,2024052701030951,RHGCL,69,26,200,350.00,70000.00
147,148,2024052701030950,RHGCL,69,36,300,349.00,104700.00
148,149,2024052701030949,RBCLPO,84,49,10,10545.00,105450.00
149,150,2024052703012279,PFL,3,29,90,718.00,64620.00
150,151,2024052701030948,NBL,84,47,27,226.00,6102.00
151,152,2024052701030947,NBL,84,42,73,225.80,16483.40
152,153,2024052701030946,RFPL,26,35,10,366.70,3667.00
153,154,2024052701030945,RFPL,26,34,10,365.00,3650.00
154,155,2024052705005915,HRL,4,26,10,585.10,5851.00
155,156,2024052703012278,MLBBL,35,39,60,1290.00,77400.00
156,157,2024052701030944,MLBS,19,19,20,1354.00,27080.00
157,158,2024052701030943,GBIME,57,6,15,190.00,2850.00
158,159,2024052701030942,HHL,10,63,10,347.00,3470.00
159,160,2024052703012277,PFL,3,72,10,718.00,7180.00
160,161,2024052703012276,PFL,3,28,2000,715.00,1430000.00
161,162,2024052703012275,PFL,3,67,700,713.00,499100.00
162,163,2024052703012274,PFL,3,7,200,700.00,140000.00
163,164,2024052703012273,PFL,3,61,2000,700.00,1400000.00
164,165,2024052704009192,RHPL,6,58,50,268.50,13425.00
165,166,2024052703012272,FMDBL,58,55,150,720.00,108000.00
166,167,2024052703012271,FMDBL,58,55,200,720.00,144000.00
167,168,2024052703012270,FMDBL,58,52,40,720.00,28800.00
168,169,2024052703012269,FMDBL,58,43,17,720.00,12240.00
169,170,2024052703012268,FMDBL,58,5,180,720.00,129600.00
170,171,2024052703012267,FMDBL,58,42,18,719.90,12958.20
171,172,2024052703012266,FMDBL,58,60,500,718.60,359300.00
172,173,2024052703012265,FMDBL,58,52,300,718.50,215550.00
173,174,2024052703012264,FMDBL,58,32,380,718.00,272840.00
174,175,2024052703012263,FMDBL,58,32,500,718.00,359000.00
175,176,2024052703012262,FMDBL,58,39,90,717.00,64530.00
176,177,2024052703012261,FMDBL,58,1,500,717.00,358500.00
177,178,2024052703012260,FMDBL,58,14,32,717.00,22944.00
178,179,2024052703012259,FMDBL,58,48,50,716.20,35810.00
179,180,2024052703012258,FMDBL,58,48,40,716.10,28644.00
180,181,2024052703012257,NMLBBL,42,58,50,746.00,37300.00
181,182,2024052703012256,MLBBL,58,39,100,1290.00,129000.00
182,183,2024052703012255,WNLB,32,28,10,1440.00,14400.00
183,184,2024052704009191,RIDI,42,58,282,177.00,49914.00
184,185,2024052703012254,SINDU,42,44,75,381.00,28575.00
185,186,2024052703012253,SINDU,53,44,50,381.00,19050.00
186,187,2024052703012252,SINDU,48,44,75,381.00,28575.00
187,188,2024052703012251,SINDU,35,44,100,381.10,38110.00
188,189,2024052703012250,MERO,64,10,31,689.90,21386.90
189,190,2024052703012249,MERO,64,16,17,687.00,11679.00
190,191,2024052703012248,MERO,64,38,352,685.00,241120.00
191,192,2024052701030941,MANDU,65,13,100,848.00,84800.00
192,193,2024052704009190,NLG,22,58,10,768.00,7680.00
193,194,2024052704009189,AKPL,22,39,10,172.00,1720.00
194,195,2024052703012247,ICFC,70,34,10,515.00,5150.00
195,196,2024052703012246,SABSL,88,45,116,985.00,114260.00
196,197,2024052703012245,SABSL,88,34,100,985.00,98500.00
197,198,2024052703012244,SABSL,88,38,50,984.00,49200.00
198,199,2024052703012243,SABSL,88,29,131,984.00,128904.00
199,200,2024052703012242,SABSL,88,36,19,980.00,18620.00
200,201,2024052703012241,SABSL,88,35,84,980.00,82320.00
