,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024060503015413,RLFL,50,65,10,408.00,4080.00
1,2,2024060501021946,RHGCL,74,41,10,348.40,3484.00
2,3,2024060503015412,GLBSL,58,26,10,1909.00,19090.00
3,4,2024060503015411,SLBBL,43,35,100,796.10,79610.00
4,5,2024060504007221,UNHPL,58,50,10,221.80,2218.00
5,6,2024060505005153,NRN,58,81,106,605.00,64130.00
6,7,2024060505005152,NRN,58,74,484,605.00,292820.00
7,8,2024060505005151,NRN,58,53,410,604.90,248009.00
8,9,2024060504007220,SHEL,75,34,10,155.50,1555.00
9,10,2024060504007219,HDHPC,58,32,14,128.70,1801.80
10,11,2024060504007218,GLH,21,49,50,201.00,10050.00
11,12,2024060503015410,NMLBBL,38,38,10,729.80,7298.00
12,13,2024060503015409,SADBL,48,17,200,316.90,63380.00
13,14,2024060501021945,SMJC,48,42,50,377.00,18850.00
14,15,2024060503015408,SDLBSL,6,42,100,1007.00,100700.00
15,16,2024060503015407,SDLBSL,6,39,266,1007.00,267862.00
16,17,2024060501021944,NWCL,45,42,20,817.00,16340.00
17,18,2024060503015406,MFIL,45,43,17,506.00,8602.00
18,19,2024060503015405,MFIL,45,41,28,505.00,14140.00
19,20,2024060503015404,MFIL,45,34,60,504.90,30294.00
20,21,2024060503015403,MFIL,45,34,70,504.00,35280.00
21,22,2024060503015402,MFIL,45,6,75,503.30,37747.50
22,23,2024060505005150,CHDC,29,71,10,958.00,9580.00
23,24,2024060505005149,HIDCL,57,34,10,163.90,1639.00
24,25,2024060504007217,MEN,80,6,100,580.00,58000.00
25,26,2024060504007216,MEN,80,38,110,580.00,63800.00
26,27,2024060501021943,GVL,39,6,120,500.00,60000.00
27,28,2024060501021942,GVL,39,42,10,500.00,5000.00
28,29,2024060501021941,GVL,39,38,10,500.00,5000.00
29,30,2024060501021940,GVL,39,22,490,499.00,244510.00
30,31,2024060501021939,GVL,39,7,90,498.00,44820.00
31,32,2024060501021938,GVL,39,22,280,497.00,139160.00
32,33,2024060503015401,PFL,41,43,1000,646.80,646800.00
33,34,2024060503015400,MPFL,43,22,150,490.90,73635.00
34,35,2024060503015399,MPFL,43,53,200,490.00,98000.00
35,36,2024060503015398,MPFL,43,40,100,490.00,49000.00
36,37,2024060503015397,MPFL,43,21,30,490.00,14700.00
37,38,2024060503015396,MPFL,43,43,300,490.00,147000.00
38,39,2024060503015395,MPFL,43,45,220,490.00,107800.00
39,40,2024060501021937,DOLTI,49,10,10,422.00,4220.00
40,41,2024060501021936,TVCL,6,44,140,443.70,62118.00
41,42,2024060501021935,TVCL,45,44,180,443.80,79884.00
42,43,2024060501021934,TVCL,16,44,50,443.90,22195.00
43,44,2024060501021933,TVCL,7,44,100,444.00,44400.00
44,45,2024060501021932,TVCL,35,44,180,444.10,79938.00
45,46,2024060504007215,SPIL,44,45,10,777.70,7777.00
