,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024020504011651,HPPL,77,32,200,277.50,55500.00
1,2,2024020504011650,API,49,62,200,199.00,39800.00
2,3,2024020505009671,ENL,64,16,50,826.20,41310.00
3,4,2024020505009670,ENL,64,52,10,822.00,8220.00
4,5,2024020505009669,ENL,64,18,10,821.10,8211.00
5,6,2024020505009668,ENL,64,47,150,821.00,123150.00
6,7,2024020505009667,ENL,64,21,10,821.00,8210.00
7,8,2024020505009666,ENL,64,57,10,821.00,8210.00
8,9,2024020505009665,ENL,64,57,10,820.00,8200.00
9,10,2024020505009664,ENL,64,58,10,820.00,8200.00
10,11,2024020505009663,ENL,64,14,50,820.00,41000.00
11,12,2024020505009662,ENL,64,42,10,820.00,8200.00
12,13,2024020505009661,ENL,64,14,70,815.00,57050.00
13,14,2024020505009660,ENL,64,46,10,815.00,8150.00
14,15,2024020505009659,ENL,64,64,100,810.00,81000.00
15,16,2024020503006175,NUBL,65,49,10,644.90,6449.00
16,17,2024020501029278,MHCL,35,56,20,499.90,9998.00
17,18,2024020504011649,MHNL,44,6,139,268.00,37252.00
18,19,2024020504011648,MHNL,44,42,30,267.00,8010.00
19,20,2024020504011647,MHNL,44,4,106,267.00,28302.00
20,21,2024020504011646,MHNL,44,46,240,267.00,64080.00
21,22,2024020504011645,MHNL,44,49,775,266.00,206150.00
22,23,2024020504011644,MHNL,44,47,210,265.00,55650.00
23,24,2024020501029277,SPC,71,71,10,685.00,6850.00
24,25,2024020504011643,CHL,45,22,50,294.90,14745.00
25,26,2024020504011642,CHL,45,38,170,294.90,50133.00
26,27,2024020505009658,NRIC,45,34,10,783.00,7830.00
27,28,2024020501029276,SGHC,81,45,210,306.00,64260.00
28,29,2024020501029275,SGHC,8,45,100,307.00,30700.00
29,30,2024020501029274,SGHC,57,45,200,307.00,61400.00
30,31,2024020501029273,TAMOR,4,16,20,397.00,7940.00
31,32,2024020501029272,BGWT,17,14,10,649.90,6499.00
32,33,2024020501029271,MHCL,88,56,20,499.90,9998.00
33,34,2024020504011641,UMHL,34,47,10,280.00,2800.00
34,35,2024020501029270,USHL,42,38,10,511.00,5110.00
35,36,2024020501029269,NRM,14,42,10,376.00,3760.00
36,37,2024020503006174,GFCL,42,55,10,441.00,4410.00
37,38,2024020501029268,NWCL,7,6,390,767.00,299130.00
38,39,2024020501029267,NWCL,34,6,10,767.00,7670.00
39,40,2024020501029266,NWCL,57,6,30,767.30,23019.00
40,41,2024020503006173,KLBSL,39,52,70,869.70,60879.00
41,42,2024020503006172,KLBSL,39,26,50,869.00,43450.00
42,43,2024020501029265,SNLI,17,50,10,582.00,5820.00
43,44,2024020501029264,TSHL,53,21,10,535.00,5350.00
44,45,2024020501029263,TSHL,53,19,10,535.00,5350.00
45,46,2024020501029262,TSHL,53,49,10,535.00,5350.00
46,47,2024020501029261,TSHL,53,49,10,530.00,5300.00
47,48,2024020501029260,TSHL,53,34,50,527.00,26350.00
48,49,2024020501029259,TSHL,53,38,10,527.00,5270.00
49,50,2024020501029258,HATHY,29,4,10,973.00,9730.00
50,51,2024020504011640,UAIL,34,29,92,554.00,50968.00
51,52,2024020501029257,KBL,48,28,200,149.00,29800.00
52,53,2024020503006171,SINDU,38,46,10,310.90,3109.00
53,54,2024020505009657,STC,84,58,10,5285.00,52850.00
54,55,2024020505009656,STC,84,34,10,5260.00,52600.00
55,56,2024020505009655,STC,84,37,20,5259.00,105180.00
56,57,2024020504011639,SGIC,58,22,50,521.00,26050.00
57,58,2024020503006170,KSBBL,57,22,13,346.00,4498.00
58,59,2024020504011638,NGPL,34,18,10,345.00,3450.00
59,60,2024020504011637,HDHPC,57,36,300,146.60,43980.00
60,61,2024020504011636,HDHPC,19,36,10,146.60,1466.00
61,62,2024020504011635,HDHPC,58,36,200,146.60,29320.00
62,63,2024020501029256,HATHY,58,4,150,973.00,145950.00
63,64,2024020504011634,SHPC,5,14,10,349.90,3499.00
64,65,2024020501029255,MHCL,35,56,408,499.90,203959.20
65,66,2024020501029254,MHCL,35,32,10,499.90,4999.00
66,67,2024020501029253,MHCL,35,7,10,499.90,4999.00
67,68,2024020501029252,MHCL,35,55,50,499.90,24995.00
68,69,2024020501029251,MHCL,35,32,100,499.90,49990.00
69,70,2024020501029250,MHCL,35,45,10,499.80,4998.00
70,71,2024020501029249,MHCL,35,56,10,499.80,4998.00
71,72,2024020501029248,MHCL,35,34,10,499.80,4998.00
72,73,2024020501029247,MHCL,35,42,520,499.80,259896.00
73,74,2024020501029246,MHCL,35,52,10,499.00,4990.00
74,75,2024020501029245,MHCL,35,56,584,499.00,291416.00
75,76,2024020501029244,MHCL,35,11,10,499.00,4990.00
76,77,2024020501029243,MHCL,35,38,10,499.00,4990.00
77,78,2024020501029242,MHCL,35,51,10,499.00,4990.00
78,79,2024020501029241,MHCL,35,6,10,499.00,4990.00
79,80,2024020501029240,MHCL,35,28,200,499.00,99800.00
80,81,2024020501029239,MHCL,35,59,10,499.00,4990.00
81,82,2024020501029238,MHCL,35,88,30,499.00,14970.00
82,83,2024020501029237,MHCL,35,56,892,498.90,445018.80
83,84,2024020501029236,MHCL,35,37,10,498.70,4987.00
84,85,2024020501029235,MHCL,35,38,10,498.70,4987.00
85,86,2024020501029234,MHCL,35,40,500,498.50,249250.00
86,87,2024020501029233,MHCL,35,56,500,498.00,249000.00
87,88,2024020501029232,MHCL,35,54,10,498.00,4980.00
88,89,2024020501029231,MHCL,35,17,50,498.00,24900.00
89,90,2024020501029230,MHCL,35,28,200,498.00,99600.00
90,91,2024020501029229,MHCL,35,22,10,498.00,4980.00
91,92,2024020501029228,MHCL,35,7,20,498.00,9960.00
92,93,2024020501029227,MHCL,35,58,10,498.00,4980.00
93,94,2024020501029226,MHCL,35,6,200,497.60,99520.00
94,95,2024020501029225,MHCL,35,32,100,497.60,49760.00
95,96,2024020501029224,MHCL,35,17,200,497.30,99460.00
96,97,2024020501029223,MHCL,35,56,286,497.30,142227.80
97,98,2024020503006169,ILBS,35,56,40,694.00,27760.00
98,99,2024020501029222,PCBL,44,11,10,201.00,2010.00
99,100,2024020501029221,KBL,44,28,50,149.00,7450.00
100,101,2024020504011633,PRIN,71,57,10,814.00,8140.00
101,102,2024020501029220,EBL,33,16,10,528.00,5280.00
102,103,2024020501029219,EBL,33,42,43,527.00,22661.00
103,104,2024020503006168,SHINE,35,54,100,383.00,38300.00
104,105,2024020503006167,SHINE,58,54,10,384.00,3840.00
105,106,2024020503006166,SHINE,29,54,10,384.00,3840.00
106,107,2024020504011632,API,42,34,305,199.20,60756.00
107,108,2024020501029218,MKCL,72,6,15,923.00,13845.00
108,109,2024020501029217,SONA,21,39,10,458.00,4580.00
109,110,2024020501029216,MSHL,50,57,10,699.90,6999.00
110,111,2024020504011631,GLH,48,41,20,249.50,4990.00
111,112,2024020504011630,IGI,69,34,30,559.00,16770.00
112,113,2024020504011629,IGI,69,29,60,558.00,33480.00
113,114,2024020501029215,SONA,34,34,20,458.00,9160.00
114,115,2024020501029214,SONA,32,34,80,458.20,36656.00
115,116,2024020505009654,HRL,17,16,70,685.50,47985.00
116,117,2024020505009653,HRL,54,16,30,685.60,20568.00
117,118,2024020501029213,MKHC,58,41,100,270.00,27000.00
118,119,2024020504011628,NIL,58,22,100,839.90,83990.00
119,120,2024020504011627,UPCL,58,41,201,235.80,47395.80
120,121,2024020504011626,UPCL,58,6,20,235.70,4714.00
121,122,2024020504011625,UPCL,58,6,70,235.60,16492.00
122,123,2024020504011624,UPCL,58,3,1000,235.50,235500.00
123,124,2024020504011623,UPCL,58,39,50,235.50,11775.00
124,125,2024020504011622,UPCL,58,6,35,235.40,8239.00
125,126,2024020504011621,UPCL,58,16,200,235.00,47000.00
126,127,2024020504011620,UPCL,58,58,700,235.00,164500.00
127,128,2024020504011619,UPCL,58,45,300,235.00,70500.00
128,129,2024020504011618,UPCL,58,36,200,234.00,46800.00
129,130,2024020504011617,UPCL,58,49,140,234.00,32760.00
130,131,2024020504011616,UPCL,58,6,40,234.00,9360.00
131,132,2024020504011615,UPCL,58,4,1844,233.00,429652.00
132,133,2024020504011614,UPCL,58,25,200,232.90,46580.00
133,134,2024020501029212,SRLI,32,22,10,448.00,4480.00
134,135,2024020501029211,JALPA,35,58,10,1130.00,11300.00
135,136,2024020501029210,BGWT,65,14,238,649.90,154676.20
136,137,2024020501029209,BGWT,65,4,20,649.70,12994.00
137,138,2024020501029208,BGWT,65,21,10,649.70,6497.00
138,139,2024020501029207,BGWT,65,49,712,649.70,462586.40
139,140,2024020501029206,BGWT,65,22,20,645.00,12900.00
140,141,2024020505009652,HRL,54,52,10,685.60,6856.00
141,142,2024020505009651,NRN,52,4,10,589.90,5899.00
142,143,2024020501029205,RNLI,49,44,10,447.50,4475.00
143,144,2024020501029204,SHIVM,45,14,445,503.00,223835.00
144,145,2024020501029203,SHIVM,45,58,10,503.00,5030.00
145,146,2024020501029202,SHIVM,45,58,45,503.00,22635.00
146,147,2024020501029201,SHIVM,45,16,350,503.00,176050.00
147,148,2024020501029200,SHIVM,45,28,1900,503.00,955700.00
148,149,2024020501029199,SHIVM,45,57,250,501.80,125450.00
149,150,2024020503006165,JBBL,17,58,13,301.50,3919.50
150,151,2024020501029198,RAWA,17,36,140,511.90,71666.00
151,152,2024020501029197,RAWA,17,46,10,511.30,5113.00
152,153,2024020501029196,RAWA,17,43,50,511.20,25560.00
153,154,2024020501029195,MHCL,88,56,14,497.30,6962.20
154,155,2024020501029194,MHCL,88,39,10,497.00,4970.00
155,156,2024020501029193,MHCL,88,56,200,496.30,99260.00
156,157,2024020501029192,MHCL,88,56,10,496.00,4960.00
157,158,2024020501029191,MHCL,88,49,10,495.00,4950.00
158,159,2024020501029190,MHCL,88,21,10,495.00,4950.00
159,160,2024020501029189,MHCL,88,7,65,495.00,32175.00
160,161,2024020501029188,MHCL,88,6,10,495.00,4950.00
161,162,2024020501029187,MHCL,88,36,800,495.00,396000.00
162,163,2024020501029186,MHCL,88,43,100,494.00,49400.00
163,164,2024020501029185,MHCL,88,43,100,494.00,49400.00
164,165,2024020501029184,MHCL,88,56,140,494.00,69160.00
165,166,2024020501029183,MHCL,88,41,100,493.50,49350.00
166,167,2024020501029182,MHCL,88,41,200,493.00,98600.00
167,168,2024020501029181,MHCL,88,34,231,493.00,113883.00
168,169,2024020501029180,MSHL,75,47,50,686.00,34300.00
169,170,2024020503006164,BFC,26,53,44,332.00,14608.00
170,171,2024020503006163,BFC,26,26,156,331.00,51636.00
171,172,2024020504011613,AHPC,57,45,100,205.50,20550.00
172,173,2024020503006162,JBBL,42,58,10,301.50,3015.00
173,174,2024020501029179,SPC,28,64,1000,692.00,692000.00
174,175,2024020501029178,SPC,28,57,50,691.00,34550.00
175,176,2024020501029177,SPC,28,35,100,675.00,67500.00
176,177,2024020501029176,SPC,28,45,10,637.50,6375.00
177,178,2024020501029175,SPC,28,6,25,637.50,15937.50
178,179,2024020501029174,SPC,28,62,10,637.50,6375.00
179,180,2024020501029173,SPC,28,52,10,637.50,6375.00
180,181,2024020501029172,SPC,28,44,100,637.50,63750.00
181,182,2024020501029171,SPC,28,22,10,635.40,6354.00
182,183,2024020501029170,SPC,28,69,100,634.40,63440.00
183,184,2024020501029169,SPC,28,6,50,634.40,31720.00
184,185,2024020501029168,SPC,28,8,50,634.40,31720.00
185,186,2024020501029167,SPC,28,41,500,634.40,317200.00
186,187,2024020501029166,SPC,28,41,355,634.40,225212.00
187,188,2024020501029165,SPC,28,10,434,634.00,275156.00
188,189,2024020503006161,ALICL,28,44,200,689.00,137800.00
189,190,2024020501029164,KDL,39,38,10,810.00,8100.00
190,191,2024020501029163,MSHL,25,57,10,699.90,6999.00
191,192,2024020501029162,MHL,45,25,214,428.00,91592.00
192,193,2024020501029161,MHL,13,25,200,429.00,85800.00
193,194,2024020501029160,MHL,45,25,10,430.00,4300.00
194,195,2024020501029159,MHL,42,25,20,430.00,8600.00
195,196,2024020501029158,MHL,43,25,180,430.00,77400.00
196,197,2024020501029157,MHL,74,25,50,430.60,21530.00
197,198,2024020501029156,MHL,5,25,50,430.70,21535.00
198,199,2024020501029155,MHL,51,25,26,431.00,11206.00
199,200,2024020501029154,MHL,33,25,30,431.10,12933.00
200,201,2024020501029153,MHL,39,25,20,431.10,8622.00
201,202,2024020504011612,RADHI,13,49,200,269.00,53800.00
202,203,2024020501029152,SONA,48,29,10,459.00,4590.00
203,204,2024020503006160,SAPDBL,17,48,10,253.00,2530.00
204,205,2024020501029151,HATHY,69,4,50,973.00,48650.00
205,206,2024020501029150,HATHY,69,13,30,971.90,29157.00
206,207,2024020501029149,HATHY,69,55,10,970.00,9700.00
207,208,2024020501029148,HATHY,69,45,500,970.00,485000.00
