,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023031401012428,LBL,21,35,30,181.00,5430.00
1,2,2023031401012427,LBL,48,35,500,181.00,90500.00
2,3,2023031401012426,LBL,51,35,200,181.10,36220.00
3,4,2023031401012425,LBL,14,35,50,181.20,9060.00
4,5,2023031401012424,LBL,57,35,100,181.50,18150.00
5,6,2023031401012423,LBL,38,35,13,181.50,2359.50
6,7,2023031404005498,HDHPC,54,35,60,225.00,13500.00
7,8,2023031404005497,HDHPC,44,35,160,225.00,36000.00
8,9,2023031404005496,NHPC,16,7,493,245.00,120785.00
9,10,2023031404005495,SHPC,26,49,100,316.10,31610.00
10,11,2023031401012422,HHL,53,38,10,304.00,3040.00
11,12,2023031403006517,SKBBL,22,45,11,860.00,9460.00
12,13,2023031404005494,AIL,45,34,36,461.00,16596.00
13,14,2023031404005493,AIL,34,34,40,461.00,18440.00
14,15,2023031401012421,SHIVM,34,34,170,443.90,75463.00
15,16,2023031401012420,SHIVM,34,14,15,443.90,6658.50
16,17,2023031401012419,SHIVM,34,35,200,442.00,88400.00
17,18,2023031401012418,SHIVM,34,50,935,442.00,413270.00
18,19,2023031401012417,SHIVM,34,28,1690,442.00,746980.00
19,20,2023031404005492,SJCL,55,45,65,314.00,20410.00
20,21,2023031404005491,SJCL,55,51,40,313.00,12520.00
21,22,2023031404005490,SJCL,55,45,10,312.10,3121.00
22,23,2023031404005489,SJCL,55,11,100,312.00,31200.00
23,24,2023031404005488,SJCL,55,4,40,311.30,12452.00
24,25,2023031404005487,SJCL,55,16,105,311.20,32676.00
25,26,2023031404005486,SJCL,55,55,30,311.00,9330.00
26,27,2023031404005485,SJCL,55,41,10,311.00,3110.00
27,28,2023031401012416,NICA,32,5,170,764.00,129880.00
28,29,2023031401012415,NICA,32,6,30,763.00,22890.00
29,30,2023031404005484,AKJCL,17,25,414,229.00,94806.00
30,31,2023031403006516,NFS,50,45,10,304.00,3040.00
31,32,2023031403006515,PFL,45,38,300,376.00,112800.00
32,33,2023031404005483,SJCL,48,51,100,310.00,31000.00
33,34,2023031404005482,SJCL,48,58,20,310.00,6200.00
34,35,2023031404005481,SJCL,48,35,15,310.00,4650.00
35,36,2023031404005480,SJCL,48,36,40,310.00,12400.00
36,37,2023031403006514,NRN,18,57,10,464.80,4648.00
37,38,2023031401012414,PCBL,56,39,10,201.80,2018.00
38,39,2023031404005479,UMHL,42,21,60,271.00,16260.00
39,40,2023031403006513,CFCL,16,25,10,318.00,3180.00
40,41,2023031401012413,HHL,39,38,10,304.00,3040.00
41,42,2023031401012412,GVL,52,52,20,445.00,8900.00
42,43,2023031401012411,GVL,21,52,70,445.00,31150.00
43,44,2023031401012410,GVL,49,52,820,445.00,364900.00
44,45,2023031401012409,GVL,44,52,10,446.50,4465.00
45,46,2023031401012408,GVL,1,52,80,446.60,35728.00
46,47,2023031401012407,NICA,52,6,20,763.00,15260.00
47,48,2023031401012406,NICA,34,6,50,763.50,38175.00
48,49,2023031401012405,PPL,35,52,20,310.00,6200.00
49,50,2023031405002030,BNHC,49,58,10,430.00,4300.00
50,51,2023031401012404,NABIL,45,44,35,625.00,21875.00
51,52,2023031401012403,RFPL,8,36,500,303.00,151500.00
52,53,2023031401012402,RFPL,8,43,19,303.00,5757.00
53,54,2023031401012401,BHL,34,59,10,335.00,3350.00
54,55,2023031404005478,AKJCL,34,25,86,229.00,19694.00
55,56,2023031404005477,AKJCL,34,22,10,228.90,2289.00
56,57,2023031404005476,AKJCL,34,22,170,228.90,38913.00
57,58,2023031404005475,AKJCL,34,49,234,228.80,53539.20
58,59,2023031404005474,RURU,58,17,10,752.00,7520.00
59,60,2023031401012400,SMHL,47,58,30,387.00,11610.00
60,61,2023031401012399,EHPL,56,34,200,448.80,89760.00
61,62,2023031401012398,SGHC,25,42,10,401.00,4010.00
62,63,2023031401012397,SGHC,25,21,300,401.00,120300.00
63,64,2023031401012396,SGHC,25,53,10,401.00,4010.00
64,65,2023031401012395,SGHC,25,58,10,401.00,4010.00
65,66,2023031401012394,SGHC,25,49,10,401.00,4010.00
66,67,2023031401012393,SGHC,25,44,10,400.20,4002.00
67,68,2023031401012392,SGHC,25,17,10,400.20,4002.00
68,69,2023031401012391,SGHC,25,45,10,400.00,4000.00
69,70,2023031401012390,SGHC,25,45,10,400.00,4000.00
70,71,2023031401012389,SGHC,25,58,452,400.00,180800.00
71,72,2023031404005473,DHPL,38,19,10,230.00,2300.00
72,73,2023031404005472,KPCL,38,22,10,385.00,3850.00
73,74,2023031404005471,SHPC,5,41,10,317.60,3176.00
74,75,2023031401012388,USHEC,4,44,10,354.00,3540.00
75,76,2023031401012387,USHEC,4,34,10,353.90,3539.00
76,77,2023031401012386,USHEC,4,58,10,353.00,3530.00
77,78,2023031401012385,USHEC,4,51,10,351.00,3510.00
78,79,2023031401012384,USHEC,4,40,10,351.00,3510.00
79,80,2023031403006512,HIDCL,6,40,100,194.50,19450.00
80,81,2023031405002029,NESDO,28,35,10,2397.00,23970.00
81,82,2023031404005470,RBCL,28,20,10,13064.00,130640.00
82,83,2023031403006511,MMFDB,28,35,10,621.60,6216.00
83,84,2023031401012383,DORDI,22,16,85,318.90,27106.50
84,85,2023031401012382,DORDI,22,57,35,318.50,11147.50
85,86,2023031403006510,SADBL,22,43,10,307.70,3077.00
86,87,2023031403006509,NABBC,58,40,300,407.10,122130.00
87,88,2023031401012381,NICA,34,50,50,763.50,38175.00
88,89,2023031404005469,DHPL,42,48,10,226.90,2269.00
89,90,2023031401012380,UHEWA,48,49,40,416.00,16640.00
90,91,2023031404005468,SHL,45,39,100,224.00,22400.00
91,92,2023031404005467,BARUN,45,34,10,263.00,2630.00
92,93,2023031403006508,MLBL,52,54,100,315.00,31500.00
93,94,2023031401012379,KBL,56,42,10,178.00,1780.00
