,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024052904010185,GLH,43,22,10,209.00,2090.00
1,2,2024052904010184,GLH,43,56,10,208.00,2080.00
2,3,2024052904010183,GLH,43,34,10,207.00,2070.00
3,4,2024052903013253,PFL,22,43,1000,768.00,768000.00
4,5,2024052901033994,NICGF2,55,48,100,8.29,829.00
5,6,2024052901033993,HHL,84,88,30,352.90,10587.00
6,7,2024052901033992,HHL,84,57,10,351.00,3510.00
7,8,2024052901033991,HHL,84,42,100,350.00,35000.00
8,9,2024052901033990,HHL,84,48,110,350.00,38500.00
9,10,2024052901033989,HHL,84,58,10,349.90,3499.00
10,11,2024052901033988,HHL,84,18,50,349.90,17495.00
11,12,2024052901033987,HHL,84,16,100,349.00,34900.00
12,13,2024052901033986,HHL,84,16,10,349.00,3490.00
13,14,2024052901033985,HHL,84,16,80,349.00,27920.00
14,15,2024052904010182,SHEL,75,7,160,161.00,25760.00
15,16,2024052904010181,SHEL,75,7,40,160.80,6432.00
16,17,2024052901033984,RHGCL,69,74,200,355.90,71180.00
17,18,2024052903013252,KMCDB,69,57,10,1049.00,10490.00
18,19,2024052901033983,MHCL,49,57,10,382.90,3829.00
19,20,2024052904010180,DHPL,6,52,20,191.00,3820.00
20,21,2024052904010179,PPCL,52,35,10,231.00,2310.00
21,22,2024052904010178,AHPC,47,16,46,161.30,7419.80
22,23,2024052901033982,MHCL,58,42,75,381.00,28575.00
23,24,2024052904010177,RHPL,51,1,10,269.00,2690.00
24,25,2024052901033981,VLUCL,22,41,40,488.00,19520.00
25,26,2024052901033980,NMB,66,52,80,199.00,15920.00
26,27,2024052904010176,RURU,19,56,10,607.00,6070.00
27,28,2024052901033979,NWCL,19,66,130,840.00,109200.00
28,29,2024052901033978,NMB,4,77,200,199.00,39800.00
29,30,2024052903013251,RLFL,4,20,10,398.00,3980.00
30,31,2024052903013250,RLFL,4,45,100,397.00,39700.00
31,32,2024052903013249,RLFL,4,34,100,397.00,39700.00
32,33,2024052903013248,RLFL,4,46,100,396.00,39600.00
33,34,2024052903013247,MLBSL,85,60,50,1864.00,93200.00
34,35,2024052903013246,PFL,72,28,10,769.00,7690.00
35,36,2024052901033977,NWCL,91,66,190,840.00,159600.00
36,37,2024052901033976,NWCL,91,34,100,840.00,84000.00
37,38,2024052901033975,NWCL,91,32,10,840.00,8400.00
38,39,2024052901033974,NWCL,91,38,10,840.00,8400.00
39,40,2024052901033973,NWCL,91,41,100,840.00,84000.00
40,41,2024052901033972,NWCL,91,32,10,840.00,8400.00
41,42,2024052901033971,NWCL,91,56,10,840.00,8400.00
42,43,2024052901033970,NWCL,91,34,10,840.00,8400.00
43,44,2024052901033969,NWCL,91,45,10,840.00,8400.00
44,45,2024052901033968,NWCL,91,5,20,839.00,16780.00
45,46,2024052901033967,NWCL,91,28,10,838.00,8380.00
46,47,2024052901033966,NWCL,91,70,10,836.40,8364.00
47,48,2024052901033965,NWCL,91,38,10,836.00,8360.00
48,49,2024052903013245,PFL,32,28,10,770.00,7700.00
49,50,2024052903013244,PFL,28,42,10,775.00,7750.00
50,51,2024052904010175,NGPL,45,17,10,302.80,3028.00
51,52,2024052901033964,ADBL,28,25,90,270.00,24300.00
52,53,2024052901033963,ADBL,28,6,150,269.00,40350.00
53,54,2024052901033962,ADBL,28,34,700,269.00,188300.00
54,55,2024052901033961,ADBL,28,26,10,269.00,2690.00
55,56,2024052901033960,ADBL,28,35,50,268.00,13400.00
56,57,2024052903013243,PFL,28,42,10,775.00,7750.00
57,58,2024052903013242,MFIL,45,42,10,501.80,5018.00
58,59,2024052903013241,NFS,58,66,100,506.00,50600.00
59,60,2024052901033959,SBI,34,45,10,301.90,3019.00
60,61,2024052903013240,GILB,58,64,10,1279.90,12799.00
61,62,2024052903013239,GILB,17,62,10,1278.00,12780.00
62,63,2024052901033958,BHL,58,56,20,328.00,6560.00
63,64,2024052903013238,PFL,58,42,10,775.00,7750.00
64,65,2024052904010174,RIDI,42,46,10,172.00,1720.00
