,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024052601038098,JBLB,1,42,80,1389.00,111120.00
1,2,2024052605005003,CHDC,53,19,100,834.00,83400.00
2,3,2024052601038097,JBLB,45,42,10,1390.00,13900.00
3,4,2024052605005002,CHDC,20,19,100,834.10,83410.00
4,5,2024052601038096,JBLB,58,42,10,1390.30,13903.00
5,6,2024052605005001,CHDC,6,19,300,834.20,250260.00
6,7,2024052603014843,SFCL,49,6,10,339.50,3395.00
7,8,2024052604012642,SHL,50,17,100,456.10,45610.00
8,9,2024052601038095,SBL,50,46,11,269.00,2959.00
9,10,2024052601038094,SPHL,60,52,10,489.80,4898.00
10,11,2024052601038093,UHEWA,57,57,30,397.00,11910.00
11,12,2024052601038092,UHEWA,57,34,180,397.00,71460.00
12,13,2024052603014842,MPFL,33,4,50,441.00,22050.00
13,14,2024052604012641,SPDL,17,42,23,240.90,5540.70
14,15,2024052604012640,SPDL,17,40,37,240.50,8898.50
15,16,2024052601038091,RFPL,71,26,48,368.00,17664.00
16,17,2024052601038090,RFPL,71,48,52,367.00,19084.00
17,18,2024052605005000,CHDC,71,49,10,836.00,8360.00
18,19,2024052601038089,DORDI,14,49,20,412.10,8242.00
19,20,2024052603014841,GILB,62,77,10,1184.00,11840.00
20,21,2024052603014840,MLBBL,44,29,20,1290.00,25800.00
21,22,2024052603014839,MLBBL,44,7,90,1284.00,115560.00
22,23,2024052603014838,MLBBL,44,34,10,1283.90,12839.00
23,24,2024052603014837,MLBBL,44,58,20,1280.00,25600.00
24,25,2024052601038088,BNHC,70,41,50,720.00,36000.00
25,26,2024052603014836,USLB,75,10,30,2158.00,64740.00
26,27,2024052603014835,USLB,75,59,30,2158.00,64740.00
27,28,2024052603014834,USLB,75,34,10,2157.00,21570.00
28,29,2024052601038087,NABIL,42,43,12,517.00,6204.00
29,30,2024052601038086,NABIL,46,43,100,518.00,51800.00
30,31,2024052601038085,NABIL,21,43,18,518.00,9324.00
31,32,2024052601038084,NABIL,41,43,470,518.00,243460.00
32,33,2024052601038083,ILI,43,21,10,560.00,5600.00
33,34,2024052601038082,PCBL,45,45,191,212.10,40511.10
34,35,2024052603014833,CORBL,1,45,10,467.00,4670.00
35,36,2024052601038081,BNHC,28,68,30,604.30,18129.00
36,37,2024052601038080,BNHC,51,68,70,604.50,42315.00
37,38,2024052604012639,SHL,58,17,100,456.10,45610.00
38,39,2024052604012638,UMRH,58,43,10,363.00,3630.00
39,40,2024052601038079,SGHC,32,26,10,325.00,3250.00
40,41,2024052601038078,GBIME,28,13,20,192.00,3840.00
41,42,2024052603014832,PFL,46,91,10,655.00,6550.00
42,43,2024052601038077,BHDC,58,88,50,547.00,27350.00
43,44,2024052601038076,MHCL,49,32,10,392.00,3920.00
44,45,2024052601038075,ILI,25,21,10,560.00,5600.00
45,46,2024052603014831,HLBSL,49,47,187,1209.00,226083.00
46,47,2024052603014830,HLBSL,49,39,49,1208.00,59192.00
47,48,2024052603014829,HLBSL,49,45,80,1208.00,96640.00
48,49,2024052603014828,HLBSL,49,70,200,1208.00,241600.00
49,50,2024052603014827,HLBSL,49,18,174,1208.00,210192.00
50,51,2024052603014826,HLBSL,49,32,10,1207.00,12070.00
51,52,2024052603014825,HLBSL,49,50,100,1206.00,120600.00
52,53,2024052603014824,HLBSL,49,21,100,1204.00,120400.00
53,54,2024052603014823,HLBSL,49,45,100,1200.00,120000.00
54,55,2024052601038074,ILI,16,25,10,559.90,5599.00
55,56,2024052601038073,SNLI,77,57,38,479.50,18221.00
56,57,2024052601038072,SNLI,77,57,10,479.50,4795.00
57,58,2024052601038071,SNLI,77,11,10,478.50,4785.00
58,59,2024052601038070,SNLI,77,52,10,478.00,4780.00
59,60,2024052601038069,SNLI,77,4,10,478.00,4780.00
60,61,2024052601038068,SNLI,77,19,42,478.00,20076.00
61,62,2024052601038067,SNLI,77,59,10,477.00,4770.00
62,63,2024052601038066,SNLI,77,52,10,477.00,4770.00
63,64,2024052601038065,SNLI,77,58,10,476.00,4760.00
64,65,2024052601038064,SNLI,77,7,40,476.00,19040.00
65,66,2024052601038063,SNLI,77,45,10,475.70,4757.00
66,67,2024052601038062,SNLI,77,57,200,475.50,95100.00
67,68,2024052601038061,NIMB,14,77,152,168.80,25657.60
68,69,2024052603014822,MSLB,48,32,10,1300.00,13000.00
69,70,2024052601038060,BNHC,39,5,200,730.00,146000.00
