,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2023032205002740,TPC,45,19,21,432.30,9078.30
1,2,2023032205002739,TPC,45,19,25,432.50,10812.50
2,3,2023032205002738,TPC,53,19,15,432.60,6489.00
3,4,2023032203007377,NADEP,41,33,17,540.00,9180.00
4,5,2023032203007376,NADEP,41,57,14,530.00,7420.00
5,6,2023032203007375,SHINE,36,51,300,329.80,98940.00
6,7,2023032203007374,NRIC,33,56,30,754.00,22620.00
7,8,2023032203007373,NRIC,33,26,200,754.00,150800.00
8,9,2023032203007372,NRIC,33,33,38,754.00,28652.00
9,10,2023032203007371,NRIC,33,33,51,754.00,38454.00
10,11,2023032204007377,SHEL,38,21,10,332.20,3322.00
11,12,2023032204007376,IGI,35,38,89,385.10,34273.90
12,13,2023032204007375,IGI,59,38,111,385.20,42757.20
13,14,2023032205002737,ULI,34,21,10,402.00,4020.00
14,15,2023032205002736,ULI,34,37,10,401.00,4010.00
15,16,2023032205002735,ULI,34,58,10,400.10,4001.00
16,17,2023032203007370,JSLBB,35,42,10,1099.00,10990.00
17,18,2023032201012913,HBL,45,1,236,236.00,55696.00
18,19,2023032203007369,JFL,45,1,41,389.90,15985.90
19,20,2023032203007368,JFL,45,26,10,389.90,3899.00
20,21,2023032203007367,JFL,45,42,30,389.50,11685.00
21,22,2023032203007366,JFL,45,42,30,385.00,11550.00
22,23,2023032203007365,JFL,45,58,40,384.00,15360.00
23,24,2023032203007364,JFL,45,22,289,383.90,110947.10
24,25,2023032201012912,NICAD8283,39,14,106,978.00,103668.00
25,26,2023032203007363,HIDCL,53,5,10,196.10,1961.00
26,27,2023032201012911,DORDI,22,4,180,319.90,57582.00
27,28,2023032201012910,DORDI,22,58,10,319.00,3190.00
28,29,2023032201012909,DORDI,22,49,10,319.00,3190.00
29,30,2023032204007374,PPCL,14,58,10,355.00,3550.00
30,31,2023032205002734,NYADI,50,58,10,338.00,3380.00
31,32,2023032201012908,SMHL,19,4,10,403.10,4031.00
32,33,2023032203007362,SFCL,55,39,40,293.00,11720.00
33,34,2023032201012907,PCBL,56,29,131,200.00,26200.00
34,35,2023032201012906,PCBL,56,39,369,199.00,73431.00
35,36,2023032204007373,PMHPL,56,7,10,251.00,2510.00
36,37,2023032204007372,RADHI,58,49,53,266.00,14098.00
37,38,2023032203007361,NABBC,58,14,10,412.00,4120.00
38,39,2023032204007371,JOSHI,37,45,10,273.00,2730.00
39,40,2023032201012905,KBL,44,16,10,177.30,1773.00
40,41,2023032201012904,MHL,32,58,10,386.00,3860.00
41,42,2023032201012903,MHL,32,55,10,386.00,3860.00
42,43,2023032201012902,MHL,32,46,10,385.00,3850.00
43,44,2023032201012901,MHL,32,35,10,385.00,3850.00
44,45,2023032201012900,MHL,32,42,10,385.00,3850.00
45,46,2023032201012899,MHL,32,51,10,385.00,3850.00
46,47,2023032201012898,MHL,32,48,230,384.00,88320.00
47,48,2023032201012897,MHL,32,43,200,383.90,76780.00
48,49,2023032201012896,MHL,32,1,10,380.00,3800.00
49,50,2023032204007370,SICL,14,57,94,750.00,70500.00
50,51,2023032205002733,NYADI,13,33,5,338.00,1690.00
51,52,2023032205002732,NYADI,21,33,10,338.00,3380.00
52,53,2023032201012895,SHIVM,7,28,445,421.00,187345.00
53,54,2023032201012894,SHIVM,51,28,50,421.00,21050.00
54,55,2023032201012893,SHIVM,45,28,50,421.10,21055.00
55,56,2023032201012892,SHIVM,41,28,100,421.10,42110.00
56,57,2023032201012891,SHIVM,22,28,10,421.40,4214.00
57,58,2023032201012890,SHIVM,32,28,100,421.40,42140.00
58,59,2023032201012889,SHIVM,35,28,50,421.50,21075.00
59,60,2023032201012888,SHIVM,40,28,300,421.50,126450.00
60,61,2023032201012887,SHIVM,41,28,10,421.50,4215.00
61,62,2023032201012886,SHIVM,57,28,10,421.50,4215.00
62,63,2023032201012885,SHIVM,38,28,300,422.00,126600.00
63,64,2023032201012884,SHIVM,46,28,50,422.00,21100.00
64,65,2023032201012883,SHIVM,35,28,200,422.00,84400.00
65,66,2023032201012882,SHIVM,28,28,25,422.10,10552.50
66,67,2023032201012881,EBL,33,58,11,506.00,5566.00
67,68,2023032201012880,EBL,33,51,39,505.00,19695.00
68,69,2023032203007360,BFC,38,38,10,327.00,3270.00
69,70,2023032203007359,JSLBB,22,42,20,1099.00,21980.00
70,71,2023032201012879,BHDC,56,34,10,453.90,4539.00
71,72,2023032201012878,BHDC,56,41,10,450.00,4500.00
72,73,2023032201012877,BHDC,56,32,10,450.00,4500.00
73,74,2023032201012876,BHDC,56,51,10,450.00,4500.00
74,75,2023032201012875,BHDC,56,49,10,450.00,4500.00
75,76,2023032201012874,EHPL,56,6,60,473.00,28380.00
76,77,2023032201012873,EHPL,56,42,10,467.00,4670.00
77,78,2023032201012872,EHPL,56,35,10,466.70,4667.00
78,79,2023032201012871,EHPL,56,41,10,466.70,4667.00
79,80,2023032201012870,EHPL,56,49,10,466.00,4660.00
80,81,2023032201012869,EHPL,56,7,10,466.00,4660.00
81,82,2023032201012868,EHPL,56,21,10,466.00,4660.00
82,83,2023032201012867,EHPL,56,56,380,465.60,176928.00
83,84,2023032203007358,NRN,18,39,10,465.00,4650.00
84,85,2023032204007369,JOSHI,32,45,110,273.00,30030.00
85,86,2023032205002731,NESDO,35,32,10,2432.00,24320.00
86,87,2023032204007368,BARUN,42,11,10,264.00,2640.00
87,88,2023032203007357,NTC,57,6,17,819.50,13931.50
88,89,2023032201012866,PPL,57,58,10,308.00,3080.00
89,90,2023032203007356,NTC,38,57,100,815.00,81500.00
90,91,2023032201012865,KBL,59,36,50,177.00,8850.00
91,92,2023032205002730,JALPA,49,38,10,2340.00,23400.00
92,93,2023032205002729,TPC,28,50,10,438.00,4380.00
93,94,2023032205002728,TPC,28,36,25,434.90,10872.50
94,95,2023032203007355,PROFL,28,58,10,325.00,3250.00
95,96,2023032201012864,KBL,8,16,10,177.30,1773.00
96,97,2023032204007367,SJCL,38,25,10,312.90,3129.00
97,98,2023032204007366,SJCL,38,49,16,312.00,4992.00
98,99,2023032204007365,RIDI,38,45,33,348.50,11500.50
99,100,2023032204007364,RIDI,38,42,17,347.00,5899.00
100,101,2023032205002727,AVYAN,38,35,10,663.50,6635.00
101,102,2023032205002726,AVYAN,38,45,40,663.50,26540.00
102,103,2023032205002725,AVYAN,38,34,15,663.50,9952.50
103,104,2023032205002724,AVYAN,38,36,50,650.00,32500.00
104,105,2023032205002723,AVYAN,38,58,20,650.00,13000.00
105,106,2023032205002722,AVYAN,38,32,10,647.00,6470.00
106,107,2023032205002721,AVYAN,38,13,50,645.00,32250.00
107,108,2023032205002720,AVYAN,38,7,100,644.00,64400.00
108,109,2023032205002719,AVYAN,38,19,100,642.50,64250.00
109,110,2023032205002718,AVYAN,38,6,10,642.50,6425.00
110,111,2023032205002717,AVYAN,38,29,10,642.40,6424.00
111,112,2023032205002716,AVYAN,38,45,50,640.00,32000.00
112,113,2023032205002715,AVYAN,38,25,10,640.00,6400.00
113,114,2023032205002714,AVYAN,38,58,10,640.00,6400.00
114,115,2023032205002713,AVYAN,38,17,10,640.00,6400.00
115,116,2023032204007363,NHDL,40,38,10,409.70,4097.00
116,117,2023032205002712,AVYAN,38,58,10,639.50,6395.00
117,118,2023032205002711,AVYAN,38,58,10,637.00,6370.00
118,119,2023032205002710,AVYAN,38,14,10,635.00,6350.00
119,120,2023032205002709,AVYAN,38,52,10,635.00,6350.00
120,121,2023032205002708,AVYAN,38,43,100,634.40,63440.00
121,122,2023032205002707,AVYAN,38,41,10,634.10,6341.00
122,123,2023032205002706,AVYAN,38,58,80,634.00,50720.00
123,124,2023032205002705,AVYAN,38,22,10,634.00,6340.00
124,125,2023032205002704,AVYAN,38,57,10,634.00,6340.00
125,126,2023032205002703,AVYAN,38,46,10,634.00,6340.00
126,127,2023032205002702,AVYAN,38,51,10,633.00,6330.00
127,128,2023032205002701,AVYAN,38,49,10,633.00,6330.00
128,129,2023032205002700,AVYAN,38,40,10,632.00,6320.00
129,130,2023032205002699,AVYAN,38,58,23,632.00,14536.00
130,131,2023032205002698,AVYAN,38,58,10,632.00,6320.00
131,132,2023032205002697,AVYAN,38,39,30,632.00,18960.00
132,133,2023032205002696,AVYAN,38,47,50,629.90,31495.00
133,134,2023032205002695,AVYAN,38,41,25,629.90,15747.50
134,135,2023032205002694,AVYAN,38,8,100,629.00,62900.00
135,136,2023032205002693,AVYAN,38,49,20,629.00,12580.00
136,137,2023032205002692,AVYAN,38,49,20,628.50,12570.00
137,138,2023032201012863,UNLB,48,47,10,1945.00,19450.00
138,139,2023032203007354,FMDBL,45,35,13,540.00,7020.00
139,140,2023032205002691,SLI,13,35,10,396.80,3968.00
140,141,2023032203007353,NRIC,55,45,46,751.00,34546.00
141,142,2023032201012862,SMHL,59,38,10,408.00,4080.00
142,143,2023032201012861,SMHL,59,38,10,407.10,4071.00
143,144,2023032201012860,SMHL,59,38,10,407.10,4071.00
144,145,2023032201012859,SMHL,59,58,10,407.00,4070.00
145,146,2023032201012858,SMHL,59,57,10,407.00,4070.00
146,147,2023032201012857,SMHL,59,47,10,407.00,4070.00
147,148,2023032201012856,SMHL,59,38,10,407.00,4070.00
148,149,2023032201012855,SMHL,59,38,10,407.00,4070.00
149,150,2023032201012854,NICA,14,39,80,723.00,57840.00
150,151,2023032201012853,NICA,14,36,20,722.60,14452.00
151,152,2023032201012852,HHL,50,1,740,306.00,226440.00
152,153,2023032204007362,JOSHI,46,45,10,273.00,2730.00
153,154,2023032204007361,TRH,58,4,10,469.50,4695.00
154,155,2023032201012851,SPL,58,13,10,569.70,5697.00
155,156,2023032201012850,SPL,58,13,10,569.60,5696.00
156,157,2023032201012849,SPL,58,58,10,569.00,5690.00
157,158,2023032201012848,SPL,58,53,10,569.00,5690.00
158,159,2023032201012847,SPL,58,26,10,569.00,5690.00
159,160,2023032201012846,SPL,58,35,10,569.00,5690.00
160,161,2023032201012845,SPL,58,14,10,567.00,5670.00
161,162,2023032201012844,SPL,58,58,10,567.00,5670.00
162,163,2023032201012843,SPL,58,42,10,566.00,5660.00
163,164,2023032201012842,SPL,58,32,10,566.00,5660.00
164,165,2023032201012841,SPL,58,49,10,566.00,5660.00
165,166,2023032201012840,SPL,58,13,10,566.00,5660.00
166,167,2023032201012839,SPL,58,52,10,565.40,5654.00
167,168,2023032201012838,SPL,58,58,10,565.00,5650.00
168,169,2023032201012837,SPL,58,6,10,565.00,5650.00
169,170,2023032204007360,API,58,58,10,262.00,2620.00
170,171,2023032201012836,NBL,1,36,10,261.00,2610.00
171,172,2023032203007352,SMFBS,32,5,10,1005.20,10052.00
172,173,2023032203007351,SMFBS,32,41,65,966.00,62790.00
173,174,2023032205002690,MBJC,16,57,10,322.00,3220.00
174,175,2023032203007350,NFS,36,36,20,302.50,6050.00
175,176,2023032204007359,SHPC,19,49,91,325.00,29575.00
176,177,2023032204007358,SHPC,25,49,30,325.00,9750.00
177,178,2023032204007357,SHPC,49,49,50,325.00,16250.00
178,179,2023032204007356,SHPC,56,49,300,325.00,97500.00
179,180,2023032204007355,SHPC,38,49,100,325.00,32500.00
180,181,2023032204007354,SHPC,33,49,200,325.00,65000.00
181,182,2023032204007353,SHPC,42,49,50,325.00,16250.00
182,183,2023032204007352,SHPC,44,49,500,325.00,162500.00
183,184,2023032204007351,SHPC,44,49,50,325.00,16250.00
184,185,2023032204007350,SHPC,8,49,200,325.00,65000.00
185,186,2023032204007349,SHPC,5,49,1000,325.00,325000.00
186,187,2023032204007348,SHPC,35,49,100,325.00,32500.00
187,188,2023032204007347,SHPC,5,49,1000,325.10,325100.00
188,189,2023032204007346,SHPC,19,49,100,325.20,32520.00
189,190,2023032204007345,SHPC,41,49,100,325.20,32520.00
190,191,2023032204007344,SHPC,6,49,129,325.30,41963.70
191,192,2023032204007343,SHPC,34,49,500,325.50,162750.00
192,193,2023032203007349,PLIC,29,39,10,410.00,4100.00
193,194,2023032203007348,ICFC,28,39,10,429.00,4290.00
194,195,2023032204007342,SGIC,8,41,10,456.00,4560.00
195,196,2023032203007347,NABBC,38,14,20,412.00,8240.00
196,197,2023032203007346,HIDCL,49,47,100,196.00,19600.00
197,198,2023032201012835,PHCL,17,16,50,359.00,17950.00
198,199,2023032203007345,SJLIC,41,16,20,442.10,8842.00
199,200,2023032203007344,SJLIC,35,16,100,442.10,44210.00
200,201,2023032204007341,AKPL,45,17,186,403.00,74958.00
201,202,2023032203007343,SINDU,45,45,10,267.00,2670.00
202,203,2023032203007342,DDBL,53,19,10,679.00,6790.00
203,204,2023032201012834,SPL,1,53,10,564.10,5641.00
204,205,2023032204007340,IGI,22,5,10,385.50,3855.00
205,206,2023032204007339,CHCL,34,50,100,479.10,47910.00
206,207,2023032203007341,NRN,5,39,10,465.00,4650.00
207,208,2023032204007338,BARUN,45,58,10,263.20,2632.00
208,209,2023032201012833,SGHC,25,25,20,390.00,7800.00
209,210,2023032201012832,SGHC,25,57,10,390.00,3900.00
210,211,2023032201012831,SGHC,25,57,10,390.00,3900.00
211,212,2023032201012830,SGHC,25,16,40,389.90,15596.00
212,213,2023032201012829,SGHC,25,54,20,388.00,7760.00
213,214,2023032204007337,SSHL,34,40,150,231.10,34665.00
214,215,2023032204007336,SSHL,57,40,50,232.00,11600.00
215,216,2023032204007335,AHPC,17,34,10,300.00,3000.00
216,217,2023032205002689,KLBS,36,58,10,984.30,9843.00
217,218,2023032204007334,SHL,42,49,112,226.20,25334.40
