,S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
0,1,2024040103007643,ILBS,70,37,10,890.00,8900.00
1,2,2024040103007642,SINDU,42,38,10,348.00,3480.00
2,3,2024040104008550,UPCL,42,25,25,205.80,5145.00
3,4,2024040101042430,TSHL,42,43,10,510.00,5100.00
4,5,2024040101042429,DOLTI,28,42,1000,448.00,448000.00
5,6,2024040103007641,NMBMF,62,21,29,567.20,16448.80
6,7,2024040103007640,MLBBL,16,1,10,918.00,9180.00
7,8,2024040103007639,MLBBL,16,6,60,916.00,54960.00
8,9,2024040103007638,MLBBL,16,11,30,915.00,27450.00
9,10,2024040103007637,BFC,4,35,10,336.00,3360.00
10,11,2024040101042428,MEL,32,14,520,230.00,119600.00
11,12,2024040101042427,MEL,32,6,100,230.00,23000.00
12,13,2024040101042426,MEL,32,53,100,230.00,23000.00
13,14,2024040101042425,MEL,32,52,90,230.00,20700.00
14,15,2024040101042424,MEL,32,33,1000,230.00,230000.00
15,16,2024040101042423,MEL,32,49,500,230.00,115000.00
16,17,2024040101042422,MEL,32,32,100,230.00,23000.00
17,18,2024040101042421,MEL,32,57,10,230.00,2300.00
18,19,2024040101042420,MEL,32,58,10,230.00,2300.00
19,20,2024040101042419,MEL,32,38,10,230.00,2300.00
20,21,2024040101042418,MEL,32,47,860,230.00,197800.00
21,22,2024040101042417,MEL,32,62,500,229.90,114950.00
22,23,2024040101042416,MEL,32,39,200,229.00,45800.00
23,24,2024040101042415,BNHC,32,58,10,475.00,4750.00
24,25,2024040103007636,MLBBL,14,11,10,915.00,9150.00
25,26,2024040101042414,DORDI,14,16,20,435.00,8700.00
26,27,2024040103007635,GUFL,41,26,500,869.90,434950.00
27,28,2024040101042413,HDL,26,38,50,1500.00,75000.00
28,29,2024040101042412,RHGCL,26,34,30,334.00,10020.00
29,30,2024040104008549,GHL,44,47,90,151.00,13590.00
30,31,2024040101042411,KBL,48,25,10,138.00,1380.00
31,32,2024040101042410,SPL,45,14,10,669.00,6690.00
32,33,2024040101042409,SPL,45,1,10,665.00,6650.00
33,34,2024040101042408,SPL,45,62,10,665.00,6650.00
34,35,2024040101042407,SPL,45,19,10,663.90,6639.00
35,36,2024040104008548,HPPL,45,4,10,273.90,2739.00
36,37,2024040104008547,HPPL,45,41,10,272.00,2720.00
37,38,2024040101042406,BEDC,45,48,10,386.90,3869.00
38,39,2024040104008546,CHL,43,57,41,299.00,12259.00
39,40,2024040104008545,CHL,43,35,59,299.00,17641.00
40,41,2024040101042405,PPL,58,71,300,560.00,168000.00
41,42,2024040101042404,BEDC,38,58,10,383.30,3833.00
42,43,2024040104008544,TRH,58,81,564,851.00,479964.00
43,44,2024040104008543,TRH,58,50,400,841.00,336400.00
44,45,2024040104008542,TRH,58,88,200,835.00,167000.00
45,46,2024040104008541,TRH,58,46,10,808.40,8084.00
46,47,2024040104008540,TRH,58,57,100,808.40,80840.00
47,48,2024040104008539,TRH,58,19,100,808.40,80840.00
48,49,2024040104008538,TRH,58,45,20,808.40,16168.00
49,50,2024040104008537,TRH,58,43,68,808.40,54971.20
50,51,2024040104008536,TRH,58,42,38,803.00,30514.00
51,52,2024040101042403,JALPA,10,49,10,1165.00,11650.00
52,53,2024040101042402,MKHC,58,32,10,344.80,3448.00
53,54,2024040101042401,PPL,58,71,400,560.00,224000.00
54,55,2024040101042400,NIMBPO,13,5,50,132.00,6600.00
55,56,2024040101042399,SIKLES,45,58,20,505.00,10100.00
56,57,2024040101042398,BNHC,21,58,20,471.00,9420.00
57,58,2024040104008535,RADHI,16,65,1500,237.00,355500.00
58,59,2024040103007634,GUFL,62,45,50,870.00,43500.00
59,60,2024040103007633,GUFL,62,32,50,870.00,43500.00
60,61,2024040101042397,MKHC,5,32,10,344.80,3448.00
61,62,2024040105004392,SMATA,88,32,10,670.00,6700.00
62,63,2024040104008534,HURJA,41,29,10,313.00,3130.00
63,64,2024040101042396,DORDI,72,16,10,435.00,4350.00
64,65,2024040103007632,GUFL,41,57,16,869.90,13918.40
65,66,2024040101042395,PPL,69,71,60,560.00,33600.00
66,67,2024040101042394,SHIVM,69,51,10,531.60,5316.00
67,68,2024040101042393,SONA,33,3,120,477.00,57240.00
68,69,2024040101042392,SONA,33,6,10,477.00,4770.00
69,70,2024040101042391,SONA,33,58,10,477.00,4770.00
70,71,2024040101042390,SONA,33,47,10,477.00,4770.00
71,72,2024040101042389,SONA,33,22,150,476.90,71535.00
72,73,2024040103007631,WNLB,66,26,20,1191.30,23826.00
73,74,2024040101042388,MHCL,55,6,10,422.20,4222.00
74,75,2024040104008533,GHL,56,56,10,152.00,1520.00
75,76,2024040103007630,PMLI,7,1,20,514.00,10280.00
76,77,2024040103007629,PMLI,7,32,10,514.00,5140.00
77,78,2024040103007628,PMLI,7,21,10,513.00,5130.00
78,79,2024040103007627,PMLI,7,34,10,510.00,5100.00
79,80,2024040103007626,PMLI,7,42,10,510.00,5100.00
80,81,2024040103007625,PMLI,7,28,60,510.00,30600.00
81,82,2024040103007624,PMLI,7,33,10,510.00,5100.00
82,83,2024040103007623,PMLI,7,33,10,510.00,5100.00
83,84,2024040103007622,PMLI,7,33,10,510.00,5100.00
84,85,2024040103007621,PMLI,7,91,17,509.00,8653.00
85,86,2024040103007620,PMLI,7,21,10,509.00,5090.00
86,87,2024040103007619,PMLI,7,29,10,508.90,5089.00
87,88,2024040104008532,IGI,22,62,10,534.90,5349.00
88,89,2024040101042387,DLBS,38,38,100,1300.00,130000.00
89,90,2024040101042386,DLBS,38,29,30,1300.00,39000.00
90,91,2024040101042385,DLBS,38,36,10,1300.00,13000.00
91,92,2024040101042384,DLBS,38,49,10,1300.00,13000.00
92,93,2024040101042383,DLBS,38,21,10,1300.00,13000.00
93,94,2024040101042382,DLBS,38,17,10,1300.00,13000.00
94,95,2024040101042381,DLBS,38,52,10,1300.00,13000.00
95,96,2024040101042380,DLBS,38,62,10,1300.00,13000.00
96,97,2024040101042379,DLBS,38,38,10,1300.00,13000.00
97,98,2024040101042378,DLBS,38,32,100,1279.90,127990.00
98,99,2024040101042377,DLBS,38,81,100,1276.00,127600.00
99,100,2024040101042376,DLBS,38,48,10,1268.00,12680.00
100,101,2024040101042375,DLBS,38,49,10,1268.00,12680.00
101,102,2024040101042374,DLBS,38,18,10,1260.00,12600.00
